Date,Monmean,Monmax,Monrang,Time,Reef,Coral ID,Genotype,Salinity,Temp,Depth,P_rate,R_rate,Healthy (Y/N),Algae growth (%),Mortality (%),Healthy tissue (%), White (%),Total (%),Pale (%) living tissue,Blotchy (Y/N) ,Disease (Y/N),Tumor (Y/N),Fish Bites (#),Boring (Y/N)
08/05/19,30.44647,31.48,1.92,2,Looe,C8,C,35.5,87,26,,,yes,0,10,80,10,100,10,yes,no,no,0,no
08/05/19,30.44647,31.48,1.92,2,Looe,C9,C,35.5,87,26,195.43,-185.72,yes,0,1,96,3,100,10,no,no,no,0,no
08/05/19,30.44647,31.48,1.92,2,Looe,D10,D,35.5,87,26,948.08,713.24,yes,0,5,85,10,100,30,yes,no,no,0,no
08/05/19,30.44647,31.48,1.92,2,Looe,D7,D,35.5,87,26,,,no,0,15,30,55,100,50,yes,no,no,0,no
08/05/19,30.44647,31.48,1.92,2,Looe,D8,D,35.5,87,26,,,no,0,5,55,40,100,100,yes,no,no,0,no
08/05/19,30.44647,31.48,1.92,2,Looe,D9,D,35.5,87,26,736.49,-133.06,no,0,5,25,70,100,60,yes,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,A10,A,35,79,26,801.99,-312.08,yes,0,0,98,2,100,20,no,no,no,0,yes
12/14/19,25.45063172,26.89,3.86,3,Looe,A7,A,35,79,26,,,yes,0,1,96,3,100,2,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,A8,A,35,79,26,,,yes,0,0,100,0,100,0,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,A9,A,35,79,26,843.18,-330.26,yes,0,0,98,2,100,2,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,B10,B,35,79,26,601.49,47.67,no,0,0,80,20,100,90,yes,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,B7,B,35,79,26,,,yes,0,0,90,10,100,2,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,B8,B,35,79,26,,,yes,0,0,100,0,100,0,noo,no,no,0,yes
12/14/19,25.45063172,26.89,3.86,3,Looe,B9,B,35,79,26,721.69,20.74,yes,0,0,98,2,100,15,yes,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,C10,C,35,79,26,860.72,56.17,yes,0,0,90,10,100,2,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,C7,C,35,79,26,,,yes,0,0,95,5,100,50,yes,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,C8,C,35,79,26,,,yes,0,0,99,1,100,10,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,C9,C,35,79,26,1277.79,375.27,yes,0,0,98,2,100,3,no,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,D10,D,35,79,26,1543.31,187.85,yes,0,3,87,10,100,20,yes,no,no,0,no
12/14/19,25.45063172,26.89,3.86,3,Looe,D7,D,35,79,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/14/19,25.45063172,26.89,3.86,3,Looe,D8,D,35,79,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12/14/19,25.45063172,26.89,3.86,3,Looe,D9,D,35,79,26,1229.93,897.57,yes,0,0,95,5,100,40,yes,no,no,0,no
06/03/21,27.41529221,,,4,Looe,A10,A,34.5,83.5,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/03/21,27.41529221,,,4,Looe,A7,A,34.5,83.5,26,,,yes,0,0,100,0,100,0,yes,no,no,0,no
06/03/21,27.41529221,,,4,Looe,A8,A,34.5,83.5,26,,,yes,0,0,100,0,100,50,no,no,no,0,no
06/03/21,27.41529221,,,4,Looe,A9,A,34.5,83.5,26,,,yes,10,10,90,0,100,0,no,no,no,0,yes
06/03/21,27.41529221,,,4,Looe,B10,B,34.5,83.5,26,,,yes,0,0,100,0,100,0,no,no,no,0,yes
06/03/21,27.41529221,,,4,Looe,B7,B,34.5,83.5,26,,,yes,0,0,98,2,100,2,no,no,no,0,yes
06/03/21,27.41529221,,,4,Looe,B8,B,34.5,83.5,26,,,yes,0,1,99,0,100,0,no,no,no,0,yes
06/03/21,27.41529221,,,4,Looe,B9,B,34.5,83.5,26,,,yes,0,1,99,0,100,2,no,no,no,0,no
06/03/21,27.41529221,,,4,Looe,C10,C,34.5,83.5,26,,,yes,0,0,100,0,100,1,no,no,no,0,no
06/03/21,27.41529221,,,4,Looe,C7,C,34.5,83.5,26,,,yes,40,40,60,0,100,5,yes,no,no,0,no
06/03/21,27.41529221,,,4,Looe,C8,C,34.5,83.5,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/03/21,27.41529221,,,4,Looe,C9,C,34.5,83.5,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/03/21,27.41529221,,,4,Looe,D10,D,34.5,83.5,26,,,yes,25,25,75,0,100,2,no,no,no,0,no
06/03/21,27.41529221,,,4,Looe,D7,D,34.5,83.5,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/03/21,27.41529221,,,4,Looe,D8,D,34.5,83.5,26,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
06/03/21,27.41529221,,,4,Looe,D9,D,34.5,83.5,26,,,yes,0,0,100,0,100,5,yes,no,no,1,yes
02/05/19,24.7,,3.68,0,Tennessee,A11,A,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,A12,A,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,A5,A,36.5,76.5,24.3,965.99,-189.38,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,A6,A,36.5,76.5,24.3,791.92,-130.59,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,B11,B,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,B12,B,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,B5,B,36.5,76.5,24.3,520.38,651.12,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,B6,B,36.5,76.5,24.3,843.16,-102.02,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,C11,C,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,C12,C,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,C5,C,36.5,76.5,24.3,823.84,55.19,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,C6,C,36.5,76.5,24.3,739.06,85.09,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,D11,D,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,D12,D,36.5,76.5,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,D5,D,36.5,76.5,24.3,1680.63,274.03,yes,0,0,100,0,100,0,no,no,no,0,no
02/05/19,24.7,,3.68,0,Tennessee,D6,D,36.5,76.5,24.3,1197.39,30.63,yes,0,0,100,0,100,0,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,A11,A,35.5,81,24.3,1096.93,-502.98,no,0,50,20,30,100,0,yes,Yes ,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,A12,A,35.5,81,24.3,,,no,0,20,30,50,100,0,yes,Yes ,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,A5,A,35.5,81,24.3,,,yes,0,0,100,0,100,5,no,no,no,0,yes
05/27/19,27.72560484,29.59,3.66,1,Tennessee,A6,A,35.5,81,24.3,,,yes,0,0,100,0,100,0,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,B11,B,35.5,81,24.3,,,no,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA
05/27/19,27.72560484,29.59,3.66,1,Tennessee,B12,B,35.5,81,24.3,966.32,-499.3,yes,0,0,98,2,100,70,yes,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,B5,B,35.5,81,24.3,,,no,0,0,90,10,100,95,yes,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,B6,B,35.5,81,24.3,,,no,0,10,80,10,100,100,yes,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,C11,C,35.5,81,24.3,627.05,-208.29,yes,0,0,98,2,100,20,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,C12,C,35.5,81,24.3,956.98,-76.47,yes,0,0,95,5,100,20,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,C5,C,35.5,81,24.3,,,yes,0,0,99,1,100,5,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,C6,C,35.5,81,24.3,,,no,15,30,60,10,100,70,yes,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,D11,D,35.5,81,24.3,545.49,-377.76,yes,0,0,100,0,100,0,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,D12,D,35.5,81,24.3,,,no,100,100,0,NA,100,NA,NA,NA,NA,NA,NA
05/27/19,27.72560484,29.59,3.66,1,Tennessee,D5,D,35.5,81,24.3,1026.04,-359.66,yes,0,0,98,2,100,0,no,no,no,0,no
05/27/19,27.72560484,29.59,3.66,1,Tennessee,D6,D,35.5,81,24.3,,,yes,0,0,98,2,100,50,yes,no,no,0,yes
08/03/19,30.42294,31.56,2.7,2,Tennessee,A11,A,35.5,87,24.3,,,no,70,85,15,0,100,50,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,A12,A,35.5,87,24.3,,,no,60,60,10,30,100,30,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,A5,A,35.5,87,24.3,,,yes,2,0,95,5,100,60,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,A6,A,35.5,87,24.3,,,yes,0,5,85,10,100,40,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,B11,B,35.5,87,24.3,,,no,100,100,0,NA,NA,NA,NA,NA,NA,NA,NA
08/03/19,30.42294,31.56,2.7,2,Tennessee,B12,B,35.5,87,24.3,339.2,-258.64,no,0,5,85,10,100,80,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,B5,B,35.5,87,24.3,760.62,-523.77,no,25,20,80,0,100,80,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,B6,B,35.5,87,24.3,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/03/19,30.42294,31.56,2.7,2,Tennessee,C11,C,35.5,87,24.3,619.81,-275.03,yes,0,2,88,10,100,10,no,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,C12,C,35.5,87,24.3,116.18,-581.87,yes,0,10,90,0,100,20,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,C5,C,35.5,87,24.3,,,yes,0,1,89,10,100,20,no,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,C6,C,35.5,87,24.3,,,no,20,30,40,30,100,90,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,D11,D,35.5,87,24.3,266.46,-317.34,yes,5,10,80,10,100,5,no,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,D12,D,35.5,87,24.3,,,no,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
08/03/19,30.42294,31.56,2.7,2,Tennessee,D5,D,35.5,87,24.3,,,no,30,30,20,50,100,60,yes,no,no,0,no
08/03/19,30.42294,31.56,2.7,2,Tennessee,D6,D,35.5,87,24.3,,,no,100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
