siteid,sitename,year,month,day,time,tempC,tempF
50,Carysfort Shallow,2019,1,1,0,24.8,76.63
50,Carysfort Shallow,2019,1,1,1,24.73,76.5
50,Carysfort Shallow,2019,1,1,2,24.7,76.46
50,Carysfort Shallow,2019,1,1,3,24.68,76.41
50,Carysfort Shallow,2019,1,1,4,24.65,76.37
50,Carysfort Shallow,2019,1,1,5,24.65,76.37
50,Carysfort Shallow,2019,1,1,6,24.63,76.33
50,Carysfort Shallow,2019,1,1,7,24.63,76.33
50,Carysfort Shallow,2019,1,1,8,24.65,76.37
50,Carysfort Shallow,2019,1,1,9,24.68,76.41
50,Carysfort Shallow,2019,1,1,10,24.77,76.59
50,Carysfort Shallow,2019,1,1,11,24.77,76.59
50,Carysfort Shallow,2019,1,1,12,24.8,76.63
50,Carysfort Shallow,2019,1,1,13,24.87,76.76
50,Carysfort Shallow,2019,1,1,14,24.8,76.63
50,Carysfort Shallow,2019,1,1,15,24.9,76.81
50,Carysfort Shallow,2019,1,1,16,24.94,76.89
50,Carysfort Shallow,2019,1,1,17,24.99,76.98
50,Carysfort Shallow,2019,1,1,18,25.16,77.29
50,Carysfort Shallow,2019,1,1,19,25.28,77.5
50,Carysfort Shallow,2019,1,1,20,25.36,77.63
50,Carysfort Shallow,2019,1,1,21,25.31,77.55
50,Carysfort Shallow,2019,1,1,22,25.28,77.5
50,Carysfort Shallow,2019,1,1,23,25.16,77.29
50,Carysfort Shallow,2019,1,2,0,25.09,77.16
50,Carysfort Shallow,2019,1,2,1,25.09,77.16
50,Carysfort Shallow,2019,1,2,2,25.09,77.16
50,Carysfort Shallow,2019,1,2,3,25.11,77.2
50,Carysfort Shallow,2019,1,2,4,25.14,77.24
50,Carysfort Shallow,2019,1,2,5,25.14,77.24
50,Carysfort Shallow,2019,1,2,6,25.11,77.2
50,Carysfort Shallow,2019,1,2,7,25.11,77.2
50,Carysfort Shallow,2019,1,2,8,25.07,77.11
50,Carysfort Shallow,2019,1,2,9,25.02,77.02
50,Carysfort Shallow,2019,1,2,10,25.02,77.02
50,Carysfort Shallow,2019,1,2,11,25.04,77.07
50,Carysfort Shallow,2019,1,2,12,25.09,77.16
50,Carysfort Shallow,2019,1,2,13,25.11,77.2
50,Carysfort Shallow,2019,1,2,14,25.09,77.16
50,Carysfort Shallow,2019,1,2,15,25.11,77.2
50,Carysfort Shallow,2019,1,2,16,25.16,77.29
50,Carysfort Shallow,2019,1,2,17,25.16,77.29
50,Carysfort Shallow,2019,1,2,18,25.11,77.2
50,Carysfort Shallow,2019,1,2,19,25.07,77.11
50,Carysfort Shallow,2019,1,2,20,25.02,77.02
50,Carysfort Shallow,2019,1,2,21,24.99,76.98
50,Carysfort Shallow,2019,1,2,22,24.94,76.89
50,Carysfort Shallow,2019,1,2,23,25.04,77.07
50,Carysfort Shallow,2019,1,3,0,25.11,77.2
50,Carysfort Shallow,2019,1,3,1,25.14,77.24
50,Carysfort Shallow,2019,1,3,2,25.14,77.24
50,Carysfort Shallow,2019,1,3,3,25.11,77.2
50,Carysfort Shallow,2019,1,3,4,25.07,77.11
50,Carysfort Shallow,2019,1,3,5,24.92,76.85
50,Carysfort Shallow,2019,1,3,6,25.02,77.02
50,Carysfort Shallow,2019,1,3,7,24.97,76.94
50,Carysfort Shallow,2019,1,3,8,24.94,76.89
50,Carysfort Shallow,2019,1,3,9,24.94,76.89
50,Carysfort Shallow,2019,1,3,10,24.99,76.98
50,Carysfort Shallow,2019,1,3,11,24.99,76.98
50,Carysfort Shallow,2019,1,3,12,24.99,76.98
50,Carysfort Shallow,2019,1,3,13,25.04,77.07
50,Carysfort Shallow,2019,1,3,14,25.09,77.16
50,Carysfort Shallow,2019,1,3,15,25.14,77.24
50,Carysfort Shallow,2019,1,3,16,25.19,77.33
50,Carysfort Shallow,2019,1,3,17,25.21,77.37
50,Carysfort Shallow,2019,1,3,18,25.16,77.29
50,Carysfort Shallow,2019,1,3,19,25.09,77.16
50,Carysfort Shallow,2019,1,3,20,25.07,77.11
50,Carysfort Shallow,2019,1,3,21,25.07,77.11
50,Carysfort Shallow,2019,1,3,22,25.04,77.07
50,Carysfort Shallow,2019,1,3,23,25.02,77.02
50,Carysfort Shallow,2019,1,4,0,24.99,76.98
50,Carysfort Shallow,2019,1,4,1,24.97,76.94
50,Carysfort Shallow,2019,1,4,2,24.99,76.98
50,Carysfort Shallow,2019,1,4,3,25.02,77.02
50,Carysfort Shallow,2019,1,4,4,25.02,77.02
50,Carysfort Shallow,2019,1,4,5,25.02,77.02
50,Carysfort Shallow,2019,1,4,6,24.94,76.89
50,Carysfort Shallow,2019,1,4,7,24.82,76.68
50,Carysfort Shallow,2019,1,4,8,24.8,76.63
50,Carysfort Shallow,2019,1,4,9,24.82,76.68
50,Carysfort Shallow,2019,1,4,10,24.82,76.68
50,Carysfort Shallow,2019,1,4,11,24.77,76.59
50,Carysfort Shallow,2019,1,4,12,24.77,76.59
50,Carysfort Shallow,2019,1,4,13,24.77,76.59
50,Carysfort Shallow,2019,1,4,14,24.75,76.55
50,Carysfort Shallow,2019,1,4,15,24.77,76.59
50,Carysfort Shallow,2019,1,4,16,24.82,76.68
50,Carysfort Shallow,2019,1,4,17,24.77,76.59
50,Carysfort Shallow,2019,1,4,18,24.87,76.76
50,Carysfort Shallow,2019,1,4,19,24.92,76.85
50,Carysfort Shallow,2019,1,4,20,24.87,76.76
50,Carysfort Shallow,2019,1,4,21,24.82,76.68
50,Carysfort Shallow,2019,1,4,22,24.82,76.68
50,Carysfort Shallow,2019,1,4,23,24.77,76.59
50,Carysfort Shallow,2019,1,5,0,24.77,76.59
50,Carysfort Shallow,2019,1,5,1,24.8,76.63
50,Carysfort Shallow,2019,1,5,2,24.75,76.55
50,Carysfort Shallow,2019,1,5,3,24.75,76.55
50,Carysfort Shallow,2019,1,5,4,24.87,76.76
50,Carysfort Shallow,2019,1,5,5,24.9,76.81
50,Carysfort Shallow,2019,1,5,6,24.87,76.76
50,Carysfort Shallow,2019,1,5,7,24.85,76.72
50,Carysfort Shallow,2019,1,5,8,25.07,77.11
50,Carysfort Shallow,2019,1,5,9,25.11,77.2
50,Carysfort Shallow,2019,1,5,10,24.9,76.81
50,Carysfort Shallow,2019,1,5,11,24.9,76.81
50,Carysfort Shallow,2019,1,5,12,24.97,76.94
50,Carysfort Shallow,2019,1,5,13,25.07,77.11
50,Carysfort Shallow,2019,1,5,14,25.14,77.24
50,Carysfort Shallow,2019,1,5,15,25.14,77.24
50,Carysfort Shallow,2019,1,5,16,25.11,77.2
50,Carysfort Shallow,2019,1,5,17,25.04,77.07
50,Carysfort Shallow,2019,1,5,18,25.02,77.02
50,Carysfort Shallow,2019,1,5,19,24.97,76.94
50,Carysfort Shallow,2019,1,5,20,24.9,76.81
50,Carysfort Shallow,2019,1,5,21,24.82,76.68
50,Carysfort Shallow,2019,1,5,22,24.87,76.76
50,Carysfort Shallow,2019,1,5,23,24.53,76.15
50,Carysfort Shallow,2019,1,6,0,24.56,76.2
50,Carysfort Shallow,2019,1,6,1,24.63,76.33
50,Carysfort Shallow,2019,1,6,2,24.51,76.11
50,Carysfort Shallow,2019,1,6,3,24.34,75.81
50,Carysfort Shallow,2019,1,6,4,24.27,75.68
50,Carysfort Shallow,2019,1,6,5,24.24,75.63
50,Carysfort Shallow,2019,1,6,6,24.61,76.28
50,Carysfort Shallow,2019,1,6,7,24.65,76.37
50,Carysfort Shallow,2019,1,6,8,24.61,76.28
50,Carysfort Shallow,2019,1,6,9,24.56,76.2
50,Carysfort Shallow,2019,1,6,10,24.53,76.15
50,Carysfort Shallow,2019,1,6,11,24.56,76.2
50,Carysfort Shallow,2019,1,6,12,24.53,76.15
50,Carysfort Shallow,2019,1,6,13,24.75,76.55
50,Carysfort Shallow,2019,1,6,14,25.62,78.12
50,Carysfort Shallow,2019,1,6,15,25.67,78.2
50,Carysfort Shallow,2019,1,6,16,25.67,78.2
50,Carysfort Shallow,2019,1,6,17,24.94,76.89
50,Carysfort Shallow,2019,1,6,18,25.02,77.02
50,Carysfort Shallow,2019,1,6,19,25.11,77.2
50,Carysfort Shallow,2019,1,6,20,25.19,77.33
50,Carysfort Shallow,2019,1,6,21,25.33,77.59
50,Carysfort Shallow,2019,1,6,22,25.38,77.68
50,Carysfort Shallow,2019,1,6,23,25.33,77.59
50,Carysfort Shallow,2019,1,7,0,25.28,77.5
50,Carysfort Shallow,2019,1,7,1,25.14,77.24
50,Carysfort Shallow,2019,1,7,2,25.21,77.37
50,Carysfort Shallow,2019,1,7,3,25.14,77.24
50,Carysfort Shallow,2019,1,7,4,25.16,77.29
50,Carysfort Shallow,2019,1,7,5,25.16,77.29
50,Carysfort Shallow,2019,1,7,6,25.14,77.24
50,Carysfort Shallow,2019,1,7,7,25.11,77.2
50,Carysfort Shallow,2019,1,7,8,25.02,77.02
50,Carysfort Shallow,2019,1,7,9,24.8,76.63
50,Carysfort Shallow,2019,1,7,10,24.77,76.59
50,Carysfort Shallow,2019,1,7,11,24.9,76.81
50,Carysfort Shallow,2019,1,7,12,25.07,77.11
50,Carysfort Shallow,2019,1,7,13,25.14,77.24
50,Carysfort Shallow,2019,1,7,14,25.16,77.29
50,Carysfort Shallow,2019,1,7,15,25.21,77.37
50,Carysfort Shallow,2019,1,7,16,25.26,77.46
50,Carysfort Shallow,2019,1,7,17,25.23,77.42
50,Carysfort Shallow,2019,1,7,18,25.21,77.37
50,Carysfort Shallow,2019,1,7,19,25.16,77.29
50,Carysfort Shallow,2019,1,7,20,25.14,77.24
50,Carysfort Shallow,2019,1,7,21,25.11,77.2
50,Carysfort Shallow,2019,1,7,22,25.07,77.11
50,Carysfort Shallow,2019,1,7,23,25.02,77.02
50,Carysfort Shallow,2019,1,8,0,24.94,76.89
50,Carysfort Shallow,2019,1,8,1,24.92,76.85
50,Carysfort Shallow,2019,1,8,2,24.9,76.81
50,Carysfort Shallow,2019,1,8,3,24.9,76.81
50,Carysfort Shallow,2019,1,8,4,24.9,76.81
50,Carysfort Shallow,2019,1,8,5,24.92,76.85
50,Carysfort Shallow,2019,1,8,6,24.97,76.94
50,Carysfort Shallow,2019,1,8,7,25.02,77.02
50,Carysfort Shallow,2019,1,8,8,24.99,76.98
50,Carysfort Shallow,2019,1,8,9,24.94,76.89
50,Carysfort Shallow,2019,1,8,10,24.9,76.81
50,Carysfort Shallow,2019,1,8,11,24.97,76.94
50,Carysfort Shallow,2019,1,8,12,25.09,77.16
50,Carysfort Shallow,2019,1,8,13,25.14,77.24
50,Carysfort Shallow,2019,1,8,14,25.09,77.16
50,Carysfort Shallow,2019,1,8,15,25.09,77.16
50,Carysfort Shallow,2019,1,8,16,25.23,77.42
50,Carysfort Shallow,2019,1,8,17,25.36,77.63
50,Carysfort Shallow,2019,1,8,18,25.33,77.59
50,Carysfort Shallow,2019,1,8,19,25.33,77.59
50,Carysfort Shallow,2019,1,8,20,25.31,77.55
50,Carysfort Shallow,2019,1,8,21,25.28,77.5
50,Carysfort Shallow,2019,1,8,22,25.26,77.46
50,Carysfort Shallow,2019,1,8,23,25.19,77.33
50,Carysfort Shallow,2019,1,9,0,25.09,77.16
50,Carysfort Shallow,2019,1,9,1,25.09,77.16
50,Carysfort Shallow,2019,1,9,2,25.14,77.24
50,Carysfort Shallow,2019,1,9,3,25.09,77.16
50,Carysfort Shallow,2019,1,9,4,25.04,77.07
50,Carysfort Shallow,2019,1,9,5,25.02,77.02
50,Carysfort Shallow,2019,1,9,6,24.99,76.98
50,Carysfort Shallow,2019,1,9,7,25.11,77.2
50,Carysfort Shallow,2019,1,9,8,25.23,77.42
50,Carysfort Shallow,2019,1,9,9,25.16,77.29
50,Carysfort Shallow,2019,1,9,10,25.14,77.24
50,Carysfort Shallow,2019,1,9,11,25.11,77.2
50,Carysfort Shallow,2019,1,9,12,25.19,77.33
50,Carysfort Shallow,2019,1,9,13,25.28,77.5
50,Carysfort Shallow,2019,1,9,14,25.19,77.33
50,Carysfort Shallow,2019,1,9,15,25.26,77.46
50,Carysfort Shallow,2019,1,9,16,25.31,77.55
50,Carysfort Shallow,2019,1,9,17,25.31,77.55
50,Carysfort Shallow,2019,1,9,18,25.26,77.46
50,Carysfort Shallow,2019,1,9,19,25.21,77.37
50,Carysfort Shallow,2019,1,9,20,25.23,77.42
50,Carysfort Shallow,2019,1,9,21,25.21,77.37
50,Carysfort Shallow,2019,1,9,22,25.19,77.33
50,Carysfort Shallow,2019,1,9,23,25.16,77.29
50,Carysfort Shallow,2019,1,10,0,25.07,77.11
50,Carysfort Shallow,2019,1,10,1,24.8,76.63
50,Carysfort Shallow,2019,1,10,2,24.73,76.5
50,Carysfort Shallow,2019,1,10,3,24.63,76.33
50,Carysfort Shallow,2019,1,10,4,24.56,76.2
50,Carysfort Shallow,2019,1,10,5,24.39,75.89
50,Carysfort Shallow,2019,1,10,6,24.22,75.59
50,Carysfort Shallow,2019,1,10,7,24.07,75.33
50,Carysfort Shallow,2019,1,10,8,24.12,75.42
50,Carysfort Shallow,2019,1,10,9,24.07,75.33
50,Carysfort Shallow,2019,1,10,10,24.24,75.63
50,Carysfort Shallow,2019,1,10,11,24.17,75.5
50,Carysfort Shallow,2019,1,10,12,24.24,75.63
50,Carysfort Shallow,2019,1,10,13,24.36,75.85
50,Carysfort Shallow,2019,1,10,14,24.39,75.89
50,Carysfort Shallow,2019,1,10,15,24.44,75.98
50,Carysfort Shallow,2019,1,10,16,24.48,76.07
50,Carysfort Shallow,2019,1,10,17,24.46,76.02
50,Carysfort Shallow,2019,1,10,18,24.32,75.76
50,Carysfort Shallow,2019,1,10,19,24.22,75.59
50,Carysfort Shallow,2019,1,10,20,24.1,75.37
50,Carysfort Shallow,2019,1,10,21,24,75.2
50,Carysfort Shallow,2019,1,10,22,23.79,74.81
50,Carysfort Shallow,2019,1,10,23,23.59,74.46
50,Carysfort Shallow,2019,1,11,0,23.64,74.55
50,Carysfort Shallow,2019,1,11,1,23.64,74.55
50,Carysfort Shallow,2019,1,11,2,23.64,74.55
50,Carysfort Shallow,2019,1,11,3,23.59,74.46
50,Carysfort Shallow,2019,1,11,4,23.52,74.33
50,Carysfort Shallow,2019,1,11,5,23.5,74.29
50,Carysfort Shallow,2019,1,11,6,23.4,74.12
50,Carysfort Shallow,2019,1,11,7,23.38,74.07
50,Carysfort Shallow,2019,1,11,8,23.38,74.07
50,Carysfort Shallow,2019,1,11,9,23.76,74.77
50,Carysfort Shallow,2019,1,11,10,23.86,74.94
50,Carysfort Shallow,2019,1,11,11,23.74,74.72
50,Carysfort Shallow,2019,1,11,12,23.74,74.72
50,Carysfort Shallow,2019,1,11,13,23.52,74.33
50,Carysfort Shallow,2019,1,11,14,23.55,74.38
50,Carysfort Shallow,2019,1,11,15,23.62,74.51
50,Carysfort Shallow,2019,1,11,16,23.69,74.64
50,Carysfort Shallow,2019,1,11,17,23.71,74.68
50,Carysfort Shallow,2019,1,11,18,23.71,74.68
50,Carysfort Shallow,2019,1,11,19,23.79,74.81
50,Carysfort Shallow,2019,1,11,20,24.15,75.46
50,Carysfort Shallow,2019,1,11,21,24.27,75.68
50,Carysfort Shallow,2019,1,11,22,24.2,75.55
50,Carysfort Shallow,2019,1,11,23,24.1,75.37
50,Carysfort Shallow,2019,1,12,0,24,75.2
50,Carysfort Shallow,2019,1,12,1,24,75.2
50,Carysfort Shallow,2019,1,12,2,23.95,75.11
50,Carysfort Shallow,2019,1,12,3,23.93,75.07
50,Carysfort Shallow,2019,1,12,4,23.91,75.02
50,Carysfort Shallow,2019,1,12,5,24.03,75.24
50,Carysfort Shallow,2019,1,12,6,24.53,76.15
50,Carysfort Shallow,2019,1,12,7,24.51,76.11
50,Carysfort Shallow,2019,1,12,8,24.41,75.94
50,Carysfort Shallow,2019,1,12,9,24.36,75.85
50,Carysfort Shallow,2019,1,12,10,24.8,76.63
50,Carysfort Shallow,2019,1,12,11,24.56,76.2
50,Carysfort Shallow,2019,1,12,12,24.65,76.37
50,Carysfort Shallow,2019,1,12,13,24.77,76.59
50,Carysfort Shallow,2019,1,12,14,25.26,77.46
50,Carysfort Shallow,2019,1,12,15,25.38,77.68
50,Carysfort Shallow,2019,1,12,16,25.43,77.77
50,Carysfort Shallow,2019,1,12,17,25.48,77.85
50,Carysfort Shallow,2019,1,12,18,25.43,77.77
50,Carysfort Shallow,2019,1,12,19,25.33,77.59
50,Carysfort Shallow,2019,1,12,20,25.43,77.77
50,Carysfort Shallow,2019,1,12,21,25.4,77.72
50,Carysfort Shallow,2019,1,12,22,25.4,77.72
50,Carysfort Shallow,2019,1,12,23,25.33,77.59
50,Carysfort Shallow,2019,1,13,0,25.28,77.5
50,Carysfort Shallow,2019,1,13,1,25.26,77.46
50,Carysfort Shallow,2019,1,13,2,25.23,77.42
50,Carysfort Shallow,2019,1,13,3,25.19,77.33
50,Carysfort Shallow,2019,1,13,4,25.16,77.29
50,Carysfort Shallow,2019,1,13,5,25.14,77.24
50,Carysfort Shallow,2019,1,13,6,25.07,77.11
50,Carysfort Shallow,2019,1,13,7,25.04,77.07
50,Carysfort Shallow,2019,1,13,8,24.99,76.98
50,Carysfort Shallow,2019,1,13,9,25.04,77.07
50,Carysfort Shallow,2019,1,13,10,25.09,77.16
50,Carysfort Shallow,2019,1,13,11,25.16,77.29
50,Carysfort Shallow,2019,1,13,12,25.21,77.37
50,Carysfort Shallow,2019,1,13,13,25.26,77.46
50,Carysfort Shallow,2019,1,13,14,25.28,77.5
50,Carysfort Shallow,2019,1,13,15,25.33,77.59
50,Carysfort Shallow,2019,1,13,16,25.33,77.59
50,Carysfort Shallow,2019,1,13,17,25.31,77.55
50,Carysfort Shallow,2019,1,13,18,25.33,77.59
50,Carysfort Shallow,2019,1,13,19,25.28,77.5
50,Carysfort Shallow,2019,1,13,20,25.19,77.33
50,Carysfort Shallow,2019,1,13,21,25.14,77.24
50,Carysfort Shallow,2019,1,13,22,25.07,77.11
50,Carysfort Shallow,2019,1,13,23,25.02,77.02
50,Carysfort Shallow,2019,1,14,0,25.04,77.07
50,Carysfort Shallow,2019,1,14,1,24.99,76.98
50,Carysfort Shallow,2019,1,14,2,24.97,76.94
50,Carysfort Shallow,2019,1,14,3,24.94,76.89
50,Carysfort Shallow,2019,1,14,4,24.82,76.68
50,Carysfort Shallow,2019,1,14,5,24.7,76.46
50,Carysfort Shallow,2019,1,14,6,24.68,76.41
50,Carysfort Shallow,2019,1,14,7,24.68,76.41
50,Carysfort Shallow,2019,1,14,8,24.65,76.37
50,Carysfort Shallow,2019,1,14,9,24.65,76.37
50,Carysfort Shallow,2019,1,14,10,24.65,76.37
50,Carysfort Shallow,2019,1,14,11,24.68,76.41
50,Carysfort Shallow,2019,1,14,12,24.75,76.55
50,Carysfort Shallow,2019,1,14,13,24.77,76.59
50,Carysfort Shallow,2019,1,14,14,24.75,76.55
50,Carysfort Shallow,2019,1,14,15,24.82,76.68
50,Carysfort Shallow,2019,1,14,16,24.87,76.76
50,Carysfort Shallow,2019,1,14,17,24.9,76.81
50,Carysfort Shallow,2019,1,14,18,24.85,76.72
50,Carysfort Shallow,2019,1,14,19,24.85,76.72
50,Carysfort Shallow,2019,1,14,20,24.85,76.72
50,Carysfort Shallow,2019,1,14,21,24.82,76.68
50,Carysfort Shallow,2019,1,14,22,24.77,76.59
50,Carysfort Shallow,2019,1,14,23,24.65,76.37
50,Carysfort Shallow,2019,1,15,0,24.63,76.33
50,Carysfort Shallow,2019,1,15,1,24.53,76.15
50,Carysfort Shallow,2019,1,15,2,24.41,75.94
50,Carysfort Shallow,2019,1,15,3,24.1,75.37
50,Carysfort Shallow,2019,1,15,4,24.15,75.46
50,Carysfort Shallow,2019,1,15,5,24.24,75.63
50,Carysfort Shallow,2019,1,15,6,24.2,75.55
50,Carysfort Shallow,2019,1,15,7,24.2,75.55
50,Carysfort Shallow,2019,1,15,8,24.1,75.37
50,Carysfort Shallow,2019,1,15,9,23.98,75.16
50,Carysfort Shallow,2019,1,15,10,23.91,75.02
50,Carysfort Shallow,2019,1,15,11,23.88,74.98
50,Carysfort Shallow,2019,1,15,12,23.95,75.11
50,Carysfort Shallow,2019,1,15,13,24.03,75.24
50,Carysfort Shallow,2019,1,15,14,24.12,75.42
50,Carysfort Shallow,2019,1,15,15,24.17,75.5
50,Carysfort Shallow,2019,1,15,16,24.15,75.46
50,Carysfort Shallow,2019,1,15,17,24.12,75.42
50,Carysfort Shallow,2019,1,15,18,24.07,75.33
50,Carysfort Shallow,2019,1,15,19,24.03,75.24
50,Carysfort Shallow,2019,1,15,20,23.95,75.11
50,Carysfort Shallow,2019,1,15,21,23.86,74.94
50,Carysfort Shallow,2019,1,15,22,23.79,74.81
50,Carysfort Shallow,2019,1,15,23,23.64,74.55
50,Carysfort Shallow,2019,1,16,0,23.59,74.46
50,Carysfort Shallow,2019,1,16,1,23.71,74.68
50,Carysfort Shallow,2019,1,16,2,23.47,74.25
50,Carysfort Shallow,2019,1,16,3,23.45,74.2
50,Carysfort Shallow,2019,1,16,4,23.47,74.25
50,Carysfort Shallow,2019,1,16,5,23.4,74.12
50,Carysfort Shallow,2019,1,16,6,23.3,73.94
50,Carysfort Shallow,2019,1,16,7,23.21,73.77
50,Carysfort Shallow,2019,1,16,8,23.23,73.81
50,Carysfort Shallow,2019,1,16,9,23.21,73.77
50,Carysfort Shallow,2019,1,16,10,23.28,73.9
50,Carysfort Shallow,2019,1,16,11,23.33,73.99
50,Carysfort Shallow,2019,1,16,12,23.42,74.16
50,Carysfort Shallow,2019,1,16,13,23.47,74.25
50,Carysfort Shallow,2019,1,16,14,23.55,74.38
50,Carysfort Shallow,2019,1,16,15,23.62,74.51
50,Carysfort Shallow,2019,1,16,16,23.71,74.68
50,Carysfort Shallow,2019,1,16,17,23.76,74.77
50,Carysfort Shallow,2019,1,16,18,23.74,74.72
50,Carysfort Shallow,2019,1,16,19,23.71,74.68
50,Carysfort Shallow,2019,1,16,20,23.67,74.59
50,Carysfort Shallow,2019,1,16,21,23.59,74.46
50,Carysfort Shallow,2019,1,16,22,23.5,74.29
50,Carysfort Shallow,2019,1,16,23,23.38,74.07
50,Carysfort Shallow,2019,1,17,0,23.3,73.94
50,Carysfort Shallow,2019,1,17,1,23.26,73.86
50,Carysfort Shallow,2019,1,17,2,23.3,73.94
50,Carysfort Shallow,2019,1,17,3,23.28,73.9
50,Carysfort Shallow,2019,1,17,4,23.21,73.77
50,Carysfort Shallow,2019,1,17,5,23.3,73.94
50,Carysfort Shallow,2019,1,17,6,23.26,73.86
50,Carysfort Shallow,2019,1,17,7,23.16,73.68
50,Carysfort Shallow,2019,1,17,8,23.35,74.03
50,Carysfort Shallow,2019,1,17,9,23.35,74.03
50,Carysfort Shallow,2019,1,17,10,23.18,73.73
50,Carysfort Shallow,2019,1,17,11,23.16,73.68
50,Carysfort Shallow,2019,1,17,12,23.3,73.94
50,Carysfort Shallow,2019,1,17,13,23.4,74.12
50,Carysfort Shallow,2019,1,17,14,23.67,74.59
50,Carysfort Shallow,2019,1,17,15,23.83,74.89
50,Carysfort Shallow,2019,1,17,16,23.76,74.77
50,Carysfort Shallow,2019,1,17,17,23.98,75.16
50,Carysfort Shallow,2019,1,17,18,23.98,75.16
50,Carysfort Shallow,2019,1,17,19,24.1,75.37
50,Carysfort Shallow,2019,1,17,20,23.95,75.11
50,Carysfort Shallow,2019,1,17,21,23.69,74.64
50,Carysfort Shallow,2019,1,17,22,23.4,74.12
50,Carysfort Shallow,2019,1,17,23,23.55,74.38
50,Carysfort Shallow,2019,1,18,0,23.52,74.33
50,Carysfort Shallow,2019,1,18,1,23.55,74.38
50,Carysfort Shallow,2019,1,18,2,23.76,74.77
50,Carysfort Shallow,2019,1,18,3,23.69,74.64
50,Carysfort Shallow,2019,1,18,4,23.86,74.94
50,Carysfort Shallow,2019,1,18,5,24.34,75.81
50,Carysfort Shallow,2019,1,18,6,24.1,75.37
50,Carysfort Shallow,2019,1,18,7,24.03,75.24
50,Carysfort Shallow,2019,1,18,8,23.88,74.98
50,Carysfort Shallow,2019,1,18,9,24,75.2
50,Carysfort Shallow,2019,1,18,10,24.1,75.37
50,Carysfort Shallow,2019,1,18,11,23.88,74.98
50,Carysfort Shallow,2019,1,18,12,23.91,75.02
50,Carysfort Shallow,2019,1,18,13,24.17,75.5
50,Carysfort Shallow,2019,1,18,14,24.15,75.46
50,Carysfort Shallow,2019,1,18,15,24.46,76.02
50,Carysfort Shallow,2019,1,18,16,24.85,76.72
50,Carysfort Shallow,2019,1,18,17,24.92,76.85
50,Carysfort Shallow,2019,1,18,18,24.9,76.81
50,Carysfort Shallow,2019,1,18,19,24.82,76.68
50,Carysfort Shallow,2019,1,18,20,24.75,76.55
50,Carysfort Shallow,2019,1,18,21,24.7,76.46
50,Carysfort Shallow,2019,1,18,22,24.65,76.37
50,Carysfort Shallow,2019,1,18,23,24.58,76.24
50,Carysfort Shallow,2019,1,19,0,24.51,76.11
50,Carysfort Shallow,2019,1,19,1,24.34,75.81
50,Carysfort Shallow,2019,1,19,2,24.41,75.94
50,Carysfort Shallow,2019,1,19,3,24.39,75.89
50,Carysfort Shallow,2019,1,19,4,24.34,75.81
50,Carysfort Shallow,2019,1,19,5,24.22,75.59
50,Carysfort Shallow,2019,1,19,6,24.17,75.5
50,Carysfort Shallow,2019,1,19,7,24.15,75.46
50,Carysfort Shallow,2019,1,19,8,24.12,75.42
50,Carysfort Shallow,2019,1,19,9,24.07,75.33
50,Carysfort Shallow,2019,1,19,10,24.07,75.33
50,Carysfort Shallow,2019,1,19,11,24.12,75.42
50,Carysfort Shallow,2019,1,19,12,24.2,75.55
50,Carysfort Shallow,2019,1,19,13,24.2,75.55
50,Carysfort Shallow,2019,1,19,14,24.12,75.42
50,Carysfort Shallow,2019,1,19,15,24.15,75.46
50,Carysfort Shallow,2019,1,19,16,24.39,75.89
50,Carysfort Shallow,2019,1,19,17,24.41,75.94
50,Carysfort Shallow,2019,1,19,18,24.36,75.85
50,Carysfort Shallow,2019,1,19,19,24.27,75.68
50,Carysfort Shallow,2019,1,19,20,24.24,75.63
50,Carysfort Shallow,2019,1,19,21,24.22,75.59
50,Carysfort Shallow,2019,1,19,22,24.2,75.55
50,Carysfort Shallow,2019,1,19,23,24.17,75.5
50,Carysfort Shallow,2019,1,20,0,24.15,75.46
50,Carysfort Shallow,2019,1,20,1,24.12,75.42
50,Carysfort Shallow,2019,1,20,2,24.05,75.29
50,Carysfort Shallow,2019,1,20,3,24.03,75.24
50,Carysfort Shallow,2019,1,20,4,24.05,75.29
50,Carysfort Shallow,2019,1,20,5,23.98,75.16
50,Carysfort Shallow,2019,1,20,6,23.98,75.16
50,Carysfort Shallow,2019,1,20,7,23.88,74.98
50,Carysfort Shallow,2019,1,20,8,23.79,74.81
50,Carysfort Shallow,2019,1,20,9,24.05,75.29
50,Carysfort Shallow,2019,1,20,10,24.1,75.37
50,Carysfort Shallow,2019,1,20,11,23.98,75.16
50,Carysfort Shallow,2019,1,20,12,23.95,75.11
50,Carysfort Shallow,2019,1,20,13,23.79,74.81
50,Carysfort Shallow,2019,1,20,14,23.79,74.81
50,Carysfort Shallow,2019,1,20,15,23.74,74.72
50,Carysfort Shallow,2019,1,20,16,23.74,74.72
50,Carysfort Shallow,2019,1,20,17,23.69,74.64
50,Carysfort Shallow,2019,1,20,18,23.55,74.38
50,Carysfort Shallow,2019,1,20,19,23.45,74.2
50,Carysfort Shallow,2019,1,20,20,23.35,74.03
50,Carysfort Shallow,2019,1,20,21,23.09,73.55
50,Carysfort Shallow,2019,1,20,22,23.09,73.55
50,Carysfort Shallow,2019,1,20,23,23.11,73.6
50,Carysfort Shallow,2019,1,21,0,23.28,73.9
50,Carysfort Shallow,2019,1,21,1,23.04,73.47
