"","date","monmean","monmax","monrang","time","reef","coral_id","genotype","salinity","temp","depth","p_rate","r_rate","healthy_y_n","algae_growth","mortality","healthy_tissue","white","total","pale_living_tissue","blotchy_y_n","disease_y_n","tumor_y_n","fish_bites","boring_y_n"
"167",2019-05-28,28.29317204,29.99,3.4,"1","Looe","B8","B",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"168",2019-05-28,28.29317204,29.99,3.4,"1","Looe","B9","B",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"169",2019-05-28,28.29317204,29.99,3.4,"1","Looe","C10","C",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"170",2019-05-28,28.29317204,29.99,3.4,"1","Looe","C7","C",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"171",2019-05-28,28.29317204,29.99,3.4,"1","Looe","C8","C",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"172",2019-05-28,28.29317204,29.99,3.4,"1","Looe","C9","C",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"173",2019-05-28,28.29317204,29.99,3.4,"1","Looe","D10","D",36.5,83,26,NA,NA,"yes",0,2,95,3,100,0,"yes","no","no",0,"no"
"174",2019-05-28,28.29317204,29.99,3.4,"1","Looe","D7","D",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"yes","no","no",0,"no"
"175",2019-05-28,28.29317204,29.99,3.4,"1","Looe","D8","D",36.5,83,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"176",2019-05-28,28.29317204,29.99,3.4,"1","Looe","D9","D",36.5,83,26,NA,NA,"yes",0,1,98,1,100,0,"yes","no","no",0,"no"
"177",2019-08-05,30.44647,31.48,1.92,"2","Looe","A10","A",35.5,87,26,420,-669.98,"yes",0,1,59,40,100,80,"yes","no","no",0,"yes"
"178",2019-08-05,30.44647,31.48,1.92,"2","Looe","A7","A",35.5,87,26,NA,NA,"yes",0,0,90,10,100,60,"no","no","no",0,"no"
"179",2019-08-05,30.44647,31.48,1.92,"2","Looe","A8","A",35.5,87,26,NA,NA,"yes",0,0,99,1,100,0,"no","no","no",0,"no"
"180",2019-08-05,30.44647,31.48,1.92,"2","Looe","A9","A",35.5,87,26,618.17,-907.14,"no",0,20,0,80,100,100,"yes","no","no",0,"no"
"181",2019-08-05,30.44647,31.48,1.92,"2","Looe","B10","B",35.5,87,26,740.05,-9.46,"no",0,10,20,70,100,100,"yes","no","no",0,"yes"
"182",2019-08-05,30.44647,31.48,1.92,"2","Looe","B7","B",35.5,87,26,NA,NA,"yes",0,0,98,2,100,30,"no","no","no",0,"no"
"183",2019-08-05,30.44647,31.48,1.92,"2","Looe","B8","B",35.5,87,26,NA,NA,"yes",0,0,100,0,100,10,"no","no","no",0,"yes"
"184",2019-08-05,30.44647,31.48,1.92,"2","Looe","B9","B",35.5,87,26,368.46,-394.91,"yes",0,2,98,0,100,10,"no","no","no",0,"no"
"185",2019-08-05,30.44647,31.48,1.92,"2","Looe","C10","C",35.5,87,26,434.73,-233,"yes",0,2,93,5,100,10,"no","no","no",0,"no"
"186",2019-08-05,30.44647,31.48,1.92,"2","Looe","C7","C",35.5,87,26,NA,NA,"yes",0,2,88,10,100,5,"yes","no","no",0,"no"
"187",2019-08-05,30.44647,31.48,1.92,"2","Looe","C8","C",35.5,87,26,NA,NA,"yes",0,10,80,10,100,10,"yes","no","no",0,"no"
"188",2019-08-05,30.44647,31.48,1.92,"2","Looe","C9","C",35.5,87,26,195.43,-185.72,"yes",0,1,96,3,100,10,"no","no","no",0,"no"
"189",2019-08-05,30.44647,31.48,1.92,"2","Looe","D10","D",35.5,87,26,948.08,713.24,"yes",0,5,85,10,100,30,"yes","no","no",0,"no"
"190",2019-08-05,30.44647,31.48,1.92,"2","Looe","D7","D",35.5,87,26,NA,NA,"no",0,15,30,55,100,50,"yes","no","no",0,"no"
"191",2019-08-05,30.44647,31.48,1.92,"2","Looe","D8","D",35.5,87,26,NA,NA,"no",0,5,55,40,100,100,"yes","no","no",0,"no"
"192",2019-08-05,30.44647,31.48,1.92,"2","Looe","D9","D",35.5,87,26,736.49,-133.06,"no",0,5,25,70,100,60,"yes","no","no",0,"no"
"193",2019-12-14,25.45063172,26.89,3.86,"3","Looe","A10","A",35,79,26,801.99,-312.08,"yes",0,0,98,2,100,20,"no","no","no",0,"yes"
"194",2019-12-14,25.45063172,26.89,3.86,"3","Looe","A7","A",35,79,26,NA,NA,"yes",0,1,96,3,100,2,"no","no","no",0,"no"
"195",2019-12-14,25.45063172,26.89,3.86,"3","Looe","A8","A",35,79,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"196",2019-12-14,25.45063172,26.89,3.86,"3","Looe","A9","A",35,79,26,843.18,-330.26,"yes",0,0,98,2,100,2,"no","no","no",0,"no"
"197",2019-12-14,25.45063172,26.89,3.86,"3","Looe","B10","B",35,79,26,601.49,47.67,"no",0,0,80,20,100,90,"yes","no","no",0,"no"
"198",2019-12-14,25.45063172,26.89,3.86,"3","Looe","B7","B",35,79,26,NA,NA,"yes",0,0,90,10,100,2,"no","no","no",0,"no"
"199",2019-12-14,25.45063172,26.89,3.86,"3","Looe","B8","B",35,79,26,NA,NA,"yes",0,0,100,0,100,0,"noo","no","no",0,"yes"
"200",2019-12-14,25.45063172,26.89,3.86,"3","Looe","B9","B",35,79,26,721.69,20.74,"yes",0,0,98,2,100,15,"yes","no","no",0,"no"
"201",2019-12-14,25.45063172,26.89,3.86,"3","Looe","C10","C",35,79,26,860.72,56.17,"yes",0,0,90,10,100,2,"no","no","no",0,"no"
"202",2019-12-14,25.45063172,26.89,3.86,"3","Looe","C7","C",35,79,26,NA,NA,"yes",0,0,95,5,100,50,"yes","no","no",0,"no"
"203",2019-12-14,25.45063172,26.89,3.86,"3","Looe","C8","C",35,79,26,NA,NA,"yes",0,0,99,1,100,10,"no","no","no",0,"no"
"204",2019-12-14,25.45063172,26.89,3.86,"3","Looe","C9","C",35,79,26,1277.79,375.27,"yes",0,0,98,2,100,3,"no","no","no",0,"no"
"205",2019-12-14,25.45063172,26.89,3.86,"3","Looe","D10","D",35,79,26,1543.31,187.85,"yes",0,3,87,10,100,20,"yes","no","no",0,"no"
"206",2019-12-14,25.45063172,26.89,3.86,"3","Looe","D7","D",35,79,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2019-12-14,25.45063172,26.89,3.86,"3","Looe","D8","D",35,79,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2019-12-14,25.45063172,26.89,3.86,"3","Looe","D9","D",35,79,26,1229.93,897.57,"yes",0,0,95,5,100,40,"yes","no","no",0,"no"
"209",2021-06-03,27.41529221,NA,NA,"4","Looe","A10","A",34.5,83.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2021-06-03,27.41529221,NA,NA,"4","Looe","A7","A",34.5,83.5,26,NA,NA,"yes",0,0,100,0,100,0,"yes","no","no",0,"no"
"211",2021-06-03,27.41529221,NA,NA,"4","Looe","A8","A",34.5,83.5,26,NA,NA,"yes",0,0,100,0,100,50,"no","no","no",0,"no"
"212",2021-06-03,27.41529221,NA,NA,"4","Looe","A9","A",34.5,83.5,26,NA,NA,"yes",10,10,90,0,100,0,"no","no","no",0,"yes"
"213",2021-06-03,27.41529221,NA,NA,"4","Looe","B10","B",34.5,83.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"yes"
"214",2021-06-03,27.41529221,NA,NA,"4","Looe","B7","B",34.5,83.5,26,NA,NA,"yes",0,0,98,2,100,2,"no","no","no",0,"yes"
"215",2021-06-03,27.41529221,NA,NA,"4","Looe","B8","B",34.5,83.5,26,NA,NA,"yes",0,1,99,0,100,0,"no","no","no",0,"yes"
"216",2021-06-03,27.41529221,NA,NA,"4","Looe","B9","B",34.5,83.5,26,NA,NA,"yes",0,1,99,0,100,2,"no","no","no",0,"no"
"217",2021-06-03,27.41529221,NA,NA,"4","Looe","C10","C",34.5,83.5,26,NA,NA,"yes",0,0,100,0,100,1,"no","no","no",0,"no"
"218",2021-06-03,27.41529221,NA,NA,"4","Looe","C7","C",34.5,83.5,26,NA,NA,"yes",40,40,60,0,100,5,"yes","no","no",0,"no"
"219",2021-06-03,27.41529221,NA,NA,"4","Looe","C8","C",34.5,83.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2021-06-03,27.41529221,NA,NA,"4","Looe","C9","C",34.5,83.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2021-06-03,27.41529221,NA,NA,"4","Looe","D10","D",34.5,83.5,26,NA,NA,"yes",25,25,75,0,100,2,"no","no","no",0,"no"
"222",2021-06-03,27.41529221,NA,NA,"4","Looe","D7","D",34.5,83.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2021-06-03,27.41529221,NA,NA,"4","Looe","D8","D",34.5,83.5,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2021-06-03,27.41529221,NA,NA,"4","Looe","D9","D",34.5,83.5,26,NA,NA,"yes",0,0,100,0,100,5,"yes","no","no",1,"yes"
"225",2019-02-05,24.7,NA,3.68,"0","Tennessee","A11","A",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"226",2019-02-05,24.7,NA,3.68,"0","Tennessee","A12","A",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"227",2019-02-05,24.7,NA,3.68,"0","Tennessee","A5","A",36.5,76.5,24.3,965.99,-189.38,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"228",2019-02-05,24.7,NA,3.68,"0","Tennessee","A6","A",36.5,76.5,24.3,791.92,-130.59,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"229",2019-02-05,24.7,NA,3.68,"0","Tennessee","B11","B",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"230",2019-02-05,24.7,NA,3.68,"0","Tennessee","B12","B",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"231",2019-02-05,24.7,NA,3.68,"0","Tennessee","B5","B",36.5,76.5,24.3,520.38,651.12,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"232",2019-02-05,24.7,NA,3.68,"0","Tennessee","B6","B",36.5,76.5,24.3,843.16,-102.02,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"233",2019-02-05,24.7,NA,3.68,"0","Tennessee","C11","C",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"234",2019-02-05,24.7,NA,3.68,"0","Tennessee","C12","C",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"235",2019-02-05,24.7,NA,3.68,"0","Tennessee","C5","C",36.5,76.5,24.3,823.84,55.19,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"236",2019-02-05,24.7,NA,3.68,"0","Tennessee","C6","C",36.5,76.5,24.3,739.06,85.09,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"237",2019-02-05,24.7,NA,3.68,"0","Tennessee","D11","D",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"238",2019-02-05,24.7,NA,3.68,"0","Tennessee","D12","D",36.5,76.5,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"239",2019-02-05,24.7,NA,3.68,"0","Tennessee","D5","D",36.5,76.5,24.3,1680.63,274.03,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"240",2019-02-05,24.7,NA,3.68,"0","Tennessee","D6","D",36.5,76.5,24.3,1197.39,30.63,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"241",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","A11","A",35.5,81,24.3,1096.93,-502.98,"no",0,50,20,30,100,0,"yes","Yes ","no",0,"no"
"242",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","A12","A",35.5,81,24.3,NA,NA,"no",0,20,30,50,100,0,"yes","Yes ","no",0,"no"
"243",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","A5","A",35.5,81,24.3,NA,NA,"yes",0,0,100,0,100,5,"no","no","no",0,"yes"
"244",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","A6","A",35.5,81,24.3,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"245",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","B11","B",35.5,81,24.3,NA,NA,"no",100,100,0,NA,NA,NA,NA,NA,NA,NA,NA
"246",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","B12","B",35.5,81,24.3,966.32,-499.3,"yes",0,0,98,2,100,70,"yes","no","no",0,"no"
"247",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","B5","B",35.5,81,24.3,NA,NA,"no",0,0,90,10,100,95,"yes","no","no",0,"no"
"248",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","B6","B",35.5,81,24.3,NA,NA,"no",0,10,80,10,100,100,"yes","no","no",0,"no"
"249",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","C11","C",35.5,81,24.3,627.05,-208.29,"yes",0,0,98,2,100,20,"no","no","no",0,"no"
"250",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","C12","C",35.5,81,24.3,956.98,-76.47,"yes",0,0,95,5,100,20,"no","no","no",0,"no"
"251",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","C5","C",35.5,81,24.3,NA,NA,"yes",0,0,99,1,100,5,"no","no","no",0,"no"
"252",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","C6","C",35.5,81,24.3,NA,NA,"no",15,30,60,10,100,70,"yes","no","no",0,"no"
"253",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","D11","D",35.5,81,24.3,545.49,-377.76,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"254",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","D12","D",35.5,81,24.3,NA,NA,"no",100,100,0,NA,100,NA,NA,NA,NA,NA,NA
"255",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","D5","D",35.5,81,24.3,1026.04,-359.66,"yes",0,0,98,2,100,0,"no","no","no",0,"no"
"256",2019-05-27,27.72560484,29.59,3.66,"1","Tennessee","D6","D",35.5,81,24.3,NA,NA,"yes",0,0,98,2,100,50,"yes","no","no",0,"yes"
"257",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","A11","A",35.5,87,24.3,NA,NA,"no",70,85,15,0,100,50,"yes","no","no",0,"no"
"258",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","A12","A",35.5,87,24.3,NA,NA,"no",60,60,10,30,100,30,"yes","no","no",0,"no"
"259",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","A5","A",35.5,87,24.3,NA,NA,"yes",2,0,95,5,100,60,"yes","no","no",0,"no"
"260",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","A6","A",35.5,87,24.3,NA,NA,"yes",0,5,85,10,100,40,"yes","no","no",0,"no"
"261",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","B11","B",35.5,87,24.3,NA,NA,"no",100,100,0,NA,NA,NA,NA,NA,NA,NA,NA
"262",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","B12","B",35.5,87,24.3,339.2,-258.64,"no",0,5,85,10,100,80,"yes","no","no",0,"no"
"263",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","B5","B",35.5,87,24.3,760.62,-523.77,"no",25,20,80,0,100,80,"yes","no","no",0,"no"
"264",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","B6","B",35.5,87,24.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","C11","C",35.5,87,24.3,619.81,-275.03,"yes",0,2,88,10,100,10,"no","no","no",0,"no"
"266",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","C12","C",35.5,87,24.3,116.18,-581.87,"yes",0,10,90,0,100,20,"yes","no","no",0,"no"
"267",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","C5","C",35.5,87,24.3,NA,NA,"yes",0,1,89,10,100,20,"no","no","no",0,"no"
"268",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","C6","C",35.5,87,24.3,NA,NA,"no",20,30,40,30,100,90,"yes","no","no",0,"no"
"269",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","D11","D",35.5,87,24.3,266.46,-317.34,"yes",5,10,80,10,100,5,"no","no","no",0,"no"
"270",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","D12","D",35.5,87,24.3,NA,NA,"no",100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","D5","D",35.5,87,24.3,NA,NA,"no",30,30,20,50,100,60,"yes","no","no",0,"no"
"272",2019-08-03,30.42294,31.56,2.7,"2","Tennessee","D6","D",35.5,87,24.3,NA,NA,"no",100,100,NA,NA,NA,NA,NA,NA,NA,NA,NA
