"","date","monmean","monmax","monrang","time","reef","coral_id","genotype","salinity","temp","depth","p_rate","r_rate","healthy_y_n","algae_growth","mortality","healthy_tissue","white","total","pale_living_tissue","blotchy_y_n","disease_y_n","tumor_y_n","fish_bites","boring_y_n"
"68",2019-02-05,24.7,NA,3.68,"0","Conch","A4","A",36.5,76.5,26.8,721.81,-178.28,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"69",2019-02-05,24.7,NA,3.68,"0","Conch","B13","B",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"70",2019-02-05,24.7,NA,3.68,"0","Conch","B14","B",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"71",2019-02-05,24.7,NA,3.68,"0","Conch","B3","B",36.5,76.5,26.8,1028.42,225.21,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"72",2019-02-05,24.7,NA,3.68,"0","Conch","B4","B",36.5,76.5,26.8,907.84,327.03,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"73",2019-02-05,24.7,NA,3.68,"0","Conch","C13","C",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"74",2019-02-05,24.7,NA,3.68,"0","Conch","C14","C",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"75",2019-02-05,24.7,NA,3.68,"0","Conch","C3","C",36.5,76.5,26.8,654.24,780.88,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"76",2019-02-05,24.7,NA,3.68,"0","Conch","C4","C",36.5,76.5,26.8,322.31,641.33,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"77",2019-02-05,24.7,NA,3.68,"0","Conch","D13","D",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"78",2019-02-05,24.7,NA,3.68,"0","Conch","D14","D",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"79",2019-02-05,24.7,NA,3.68,"0","Conch","D3","D",36.5,76.5,26.8,959.19,137.32,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"80",2019-02-05,24.7,NA,3.68,"0","Conch","D4","D",36.5,76.5,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"81",2019-05-27,27.63525538,29.59,3.72,"1","Conch","A13","A",36,81,26.8,NA,NA,"yes",0,0,100,0,100,5,"no","no","no",0,"no"
"82",2019-05-27,27.63525538,29.59,3.72,"1","Conch","A14","A",36,81,26.8,NA,NA,"yes",0,0,100,0,100,90,"no","no","no",0,"no"
"83",2019-05-27,27.63525538,29.59,3.72,"1","Conch","A3","A",36,81,26.8,1848.96,2336.89,"yes",0,5,85,10,100,40,"yes","no","no",0,"no"
"84",2019-05-27,27.63525538,29.59,3.72,"1","Conch","A4","A",36,81,26.8,1947.13,2330.06,"yes",0,0,100,0,100,40,"no","no","no",0,"no"
"85",2019-05-27,27.63525538,29.59,3.72,"1","Conch","B13","B",36,81,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"86",2019-05-27,27.63525538,29.59,3.72,"1","Conch","B14","B",36,81,26.8,NA,NA,"yes",0,3,94,3,100,20,"yes","no","no",0,"no"
"87",2019-05-27,27.63525538,29.59,3.72,"1","Conch","B3","B",36,81,26.8,NA,NA,"yes",0,0,100,0,100,70,"no","no","no",0,"no"
"88",2019-05-27,27.63525538,29.59,3.72,"1","Conch","B4","B",36,81,26.8,1860.58,1246.03,"yes",0,0,90,10,100,30,"yes","no","no",0,"no"
"89",2019-05-27,27.63525538,29.59,3.72,"1","Conch","C13","C",36,81,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",2019-05-27,27.63525538,29.59,3.72,"1","Conch","C14","C",36,81,26.8,NA,NA,"no",0,15,80,5,100,0,"yes","Yes ","no",0,"no"
"91",2019-05-27,27.63525538,29.59,3.72,"1","Conch","C3","C",36,81,26.8,1381.99,-287.54,"yes",0,0,100,0,100,50,"no","no","no",0,"no"
"92",2019-05-27,27.63525538,29.59,3.72,"1","Conch","C4","C",36,81,26.8,1321.39,378.1,"no",0,10,80,10,100,15,"yes","Yes ","no",0,"no"
"93",2019-05-27,27.63525538,29.59,3.72,"1","Conch","D13","D",36,81,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"94",2019-05-27,27.63525538,29.59,3.72,"1","Conch","D14","D",36,81,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"95",2019-05-27,27.63525538,29.59,3.72,"1","Conch","D3","D",36,81,26.8,1059.71,-545.7,"yes",0,0,100,0,100,0,"no","no","no",0,"yes"
"96",2019-05-27,27.63525538,29.59,3.72,"1","Conch","D4","D",36,81,26.8,757.45,-309.95,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"97",2019-08-04,30.25937,31.25,1.96,"2","Conch","A13","A",35.5,87,26.8,NA,NA,"yes",0,5,95,0,100,0,"no","no","no",4,"yes"
"98",2019-08-04,30.25937,31.25,1.96,"2","Conch","A14","A",35.5,87,26.8,NA,NA,"yes",0,5,95,0,100,0,"no","no","no",3,"yes"
"99",2019-08-04,30.25937,31.25,1.96,"2","Conch","A3","A",35.5,87,26.8,593.03,-308.35,"yes",0,1,99,0,100,0,"no","no","no",2,"no"
"100",2019-08-04,30.25937,31.25,1.96,"2","Conch","A4","A",35.5,87,26.8,884.27,-224.3,"yes",0,2,98,0,100,1,"no","no","no",0,"no"
"101",2019-08-04,30.25937,31.25,1.96,"2","Conch","B13","B",35.5,87,26.8,NA,NA,"yes",0,0,100,0,100,1,"no","no","no",0,"no"
"102",2019-08-04,30.25937,31.25,1.96,"2","Conch","B14","B",35.5,87,26.8,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"103",2019-08-04,30.25937,31.25,1.96,"2","Conch","B3","B",35.5,87,26.8,254.45,-1075.08,"yes",0,0,100,0,100,1,"no","no","no",0,"no"
"104",2019-08-04,30.25937,31.25,1.96,"2","Conch","B4","B",35.5,87,26.8,700.71,-170.98,"yes",0,0,100,0,100,1,"no","no","no",0,"no"
"105",2019-08-04,30.25937,31.25,1.96,"2","Conch","C13","C",35.5,87,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",2019-08-04,30.25937,31.25,1.96,"2","Conch","C14","C",35.5,87,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",2019-08-04,30.25937,31.25,1.96,"2","Conch","C3","C",35.5,87,26.8,383.07,-1142.6,"yes",0,10,85,5,100,10,"no","no","no",0,"no"
"108",2019-08-04,30.25937,31.25,1.96,"2","Conch","C4","C",35.5,87,26.8,931.27,-555.51,"yes",0,0,100,0,100,3,"no","no","no",0,"no"
"109",2019-08-04,30.25937,31.25,1.96,"2","Conch","D13","D",35.5,87,26.8,NA,NA,"yes",0,0,95,5,100,1,"no","no","no",1,"no"
"110",2019-08-04,30.25937,31.25,1.96,"2","Conch","D14","D",35.5,87,26.8,NA,NA,"yes",0,0,95,5,100,1,"no","no","no",1,"no"
"111",2019-08-04,30.25937,31.25,1.96,"2","Conch","D3","D",35.5,87,26.8,579.48,-742.39,"yes",0,0,95,5,100,1,"no","no","no",1,"yes"
"112",2019-08-04,30.25937,31.25,1.96,"2","Conch","D4","D",35.5,87,26.8,NA,NA,"yes",0,0,95,5,100,1,"no","no","no",0,"yes"
"113",2019-12-17,25.38533602,26.74,4.64,"3","Conch","A13","A",35,79,26.8,NA,NA,"yes",0,0,90,10,100,0,"no","no","no",0,"no"
"114",2019-12-17,25.38533602,26.74,4.64,"3","Conch","A14","A",35,79,26.8,NA,NA,"yes",0,0,85,15,100,60,"yes","no","no",0,"no"
"115",2019-12-17,25.38533602,26.74,4.64,"3","Conch","A3","A",35,79,26.8,915.16,338.55,"yes",0,0,98,2,100,10,"yes","no","no",0,"no"
"116",2019-12-17,25.38533602,26.74,4.64,"3","Conch","A4","A",35,79,26.8,673.11,288.44,"yes",0,0,90,10,100,15,"yes","no","no",0,"no"
"117",2019-12-17,25.38533602,26.74,4.64,"3","Conch","B13","B",35,79,26.8,NA,NA,"yes",0,5,75,20,100,25,"yes","no","no",1,"no"
"118",2019-12-17,25.38533602,26.74,4.64,"3","Conch","B14","B",35,79,26.8,NA,NA,"no",0,0,20,80,100,100,"yes","no","no",0,"no"
"119",2019-12-17,25.38533602,26.74,4.64,"3","Conch","B3","B",35,79,26.8,942.21,73.14,"yes",0,0,85,15,100,15,"yes","no","no",0,"no"
"120",2019-12-17,25.38533602,26.74,4.64,"3","Conch","B4","B",35,79,26.8,-372.27,-439.47,"yes",0,0,95,5,100,20,"yes","no","no",0,"no"
"121",2019-12-17,25.38533602,26.74,4.64,"3","Conch","C13","C",35,79,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",2019-12-17,25.38533602,26.74,4.64,"3","Conch","C14","C",35,79,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",2019-12-17,25.38533602,26.74,4.64,"3","Conch","C3","C",35,79,26.8,2309.06,-38.76,"no",0,30,45,25,100,90,"yes","no","no",0,"no"
"124",2019-12-17,25.38533602,26.74,4.64,"3","Conch","C4","C",35,79,26.8,2014.5,-442.16,"yes",0,5,85,10,100,10,"no","no","no",0,"no"
"125",2019-12-17,25.38533602,26.74,4.64,"3","Conch","D13","D",35,79,26.8,NA,NA,"yes",0,0,99,1,100,20,"yes","no","no",0,"no"
"126",2019-12-17,25.38533602,26.74,4.64,"3","Conch","D14","D",35,79,26.8,NA,NA,"yes",0,0,90,10,100,40,"yes","no","no",0,"no"
"127",2019-12-17,25.38533602,26.74,4.64,"3","Conch","D3","D",35,79,26.8,475.7,-208.04,"yes",0,3,87,10,100,40,"yes","no","no",0,"no"
"128",2019-12-17,25.38533602,26.74,4.64,"3","Conch","D4","D",35,79,26.8,NA,NA,"yes",0,1,94,5,100,15,"yes","no","no",0,"yes"
"129",2021-05-30,25.81329167,NA,NA,"4","Conch","A13","A",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"130",2021-05-30,25.81329167,NA,NA,"4","Conch","A14","A",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"131",2021-05-30,25.81329167,NA,NA,"4","Conch","A3","A",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"132",2021-05-30,25.81329167,NA,NA,"4","Conch","A4","A",31,82.4,26.8,NA,NA,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"133",2021-05-30,25.81329167,NA,NA,"4","Conch","B13","B",31,82.4,26.8,NA,NA,"yes",0,0,100,0,100,1,"no","no","no",0,"no"
"134",2021-05-30,25.81329167,NA,NA,"4","Conch","B14","B",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"135",2021-05-30,25.81329167,NA,NA,"4","Conch","B3","B",31,82.4,26.8,1302.45,343.17,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"136",2021-05-30,25.81329167,NA,NA,"4","Conch","B4","B",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"137",2021-05-30,25.81329167,NA,NA,"4","Conch","C13","C",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"138",2021-05-30,25.81329167,NA,NA,"4","Conch","C14","C",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"139",2021-05-30,25.81329167,NA,NA,"4","Conch","C3","C",31,82.4,26.8,NA,NA,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"140",2021-05-30,25.81329167,NA,NA,"4","Conch","C4","C",31,82.4,26.8,NA,NA,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"141",2021-05-30,25.81329167,NA,NA,"4","Conch","D13","D",31,82.4,26.8,NA,NA,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"142",2021-05-30,25.81329167,NA,NA,"4","Conch","D14","D",31,82.4,26.8,NA,NA,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"143",2021-05-30,25.81329167,NA,NA,"4","Conch","D3","D",31,82.4,26.8,NA,NA,"no",100,100,0,0,100,0,"no","no","no",0,"no"
"144",2021-05-30,25.81329167,NA,NA,"4","Conch","D4","D",31,82.4,26.8,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"145",2019-02-05,24.7,NA,3.68,"0","Looe","A10","A",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"146",2019-02-05,24.7,NA,3.68,"0","Looe","A7","A",36.5,76.5,26,879.3,-212.15,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"147",2019-02-05,24.7,NA,3.68,"0","Looe","A8","A",36.5,76.5,26,1058.12,-239.71,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"148",2019-02-05,24.7,NA,3.68,"0","Looe","A9","A",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"149",2019-02-05,24.7,NA,3.68,"0","Looe","B10","B",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"150",2019-02-05,24.7,NA,3.68,"0","Looe","B7","B",36.5,76.5,26,1131.5,136.4,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"151",2019-02-05,24.7,NA,3.68,"0","Looe","B8","B",36.5,76.5,26,680.68,-20.26,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"152",2019-02-05,24.7,NA,3.68,"0","Looe","B9","B",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"153",2019-02-05,24.7,NA,3.68,"0","Looe","C10","C",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"154",2019-02-05,24.7,NA,3.68,"0","Looe","C7","C",36.5,76.5,26,760.86,66.96,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"155",2019-02-05,24.7,NA,3.68,"0","Looe","C8","C",36.5,76.5,26,635.93,70.51,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"156",2019-02-05,24.7,NA,3.68,"0","Looe","C9","C",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"157",2019-02-05,24.7,NA,3.68,"0","Looe","D10","D",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"158",2019-02-05,24.7,NA,3.68,"0","Looe","D7","D",36.5,76.5,26,983.26,72.54,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"159",2019-02-05,24.7,NA,3.68,"0","Looe","D8","D",36.5,76.5,26,1168.21,42.8,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"160",2019-02-05,24.7,NA,3.68,"0","Looe","D9","D",36.5,76.5,26,NA,NA,"yes",0,0,100,0,100,0,"no","no","no",0,"no"
"161",2019-05-28,28.29317204,29.99,3.4,"1","Looe","A10","A",36.5,83,26,NA,NA,"no",1,10,30,60,100,95,"yes","no","no",0,"yes"
"162",2019-05-28,28.29317204,29.99,3.4,"1","Looe","A7","A",36.5,83,26,NA,NA,"no",0,0,10,90,100,0,"yes","no","no",0,"no"
"163",2019-05-28,28.29317204,29.99,3.4,"1","Looe","A8","A",36.5,83,26,NA,NA,"yes",0,0,100,0,100,5,"no","no","no",0,"no"
"164",2019-05-28,28.29317204,29.99,3.4,"1","Looe","A9","A",36.5,83,26,NA,NA,"no",0,2,8,90,100,100,"no","no","no",0,"no"
"165",2019-05-28,28.29317204,29.99,3.4,"1","Looe","B10","B",36.5,83,26,NA,NA,"no",0,5,40,55,100,80,"yes","no","no",0,"no"
"166",2019-05-28,28.29317204,29.99,3.4,"1","Looe","B7","B",36.5,83,26,NA,NA,"yes",0,2,98,0,100,10,"no","no","no",0,"no"
