DeviceId:CISME001ec05fc799
Filename:/msc/Data/c3codec_Dec17_1438.csv
pH Slope(m): 0.05827
pH Eo (b): -0.36715
cal. Buffer pH: 7.99600
cal. Buffer temp. 20.53027
Salinity: 35
O2 0 Phase: 60.42000
O2 0 Temp: 25.00000
O2 100 Phase: 28.65000
O2 100 Temp: 20.43000
O2 LED Current: 150.00000
O2 Pressure Cal: 976.00000
Total number of steps: 2
Step Number: 1
Time Threshold: 180
O2 Threshold:   0
pH Threshold: 0.000
Flow Rate: 5000.000000
Light Level: 0.000000
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.033333, ,100.07,204.42,7.964239,25.732500, ,0.099428,0.730004,12.19,27.72,27505
1,0.050000, ,99.97,204.23,7.965415,25.732516, ,0.099498,0.730003,12.18,27.73,27500
1,0.066667, ,100.07,204.43,7.965256,25.731976, ,0.099488,0.730015,12.19,27.72,27501
1,0.083333, ,100.26,204.81,7.965237,25.732087, ,0.099487,0.730013,12.18,27.70,27502
1,0.100000, ,100.07,204.43,7.964968,25.731834, ,0.099471,0.730019,12.18,27.72,27503
1,0.116667, ,99.98,204.24,7.964925,25.731215, ,0.099468,0.730033,12.19,27.73,27500
1,0.133333, ,100.16,204.62,7.964580,25.731310, ,0.099448,0.730030,12.18,27.71,27495
1,0.150000, ,100.16,204.63,7.964344,25.730755, ,0.099434,0.730043,12.17,27.71,27497
1,0.166667, ,100.07,204.43,7.964280,25.731168, ,0.099430,0.730034,12.20,27.72,27495
1,0.183333, ,100.07,204.44,7.964224,25.730644, ,0.099427,0.730045,12.20,27.72,27499
1,0.200000, ,100.16,204.63,7.964406,25.730438, ,0.099437,0.730050,12.20,27.71,27508
1,0.216667, ,100.16,204.63,7.964400,25.730486, ,0.099437,0.730049,12.21,27.71,27496
1,0.233333, ,100.07,204.44,7.964312,25.730248, ,0.099432,0.730054,12.19,27.72,27497
1,0.250000, ,100.07,204.44,7.964211,25.730042, ,0.099426,0.730059,12.19,27.72,27487
1,0.266667, ,100.07,204.44,7.964206,25.729931, ,0.099425,0.730062,12.20,27.72,27494
1,0.283333, ,100.07,204.44,7.964353,25.729582, ,0.099434,0.730069,12.20,27.72,27496
1,0.300000, ,100.26,204.83,7.964371,25.729550, ,0.099435,0.730070,12.22,27.70,27485
1,0.316667, ,100.07,204.44,7.964397,25.729407, ,0.099436,0.730073,12.18,27.72,27476
1,0.333333, ,100.07,204.44,7.964306,25.729423, ,0.099431,0.730073,12.18,27.72,27489
1,0.350000, ,100.17,204.64,7.964447,25.729138, ,0.099439,0.730079,12.18,27.71,27480
1,0.366667, ,100.26,204.83,7.964337,25.729391, ,0.099433,0.730074,12.17,27.70,27483
1,0.383333, ,100.26,204.83,7.964406,25.728979, ,0.099437,0.730083,12.19,27.70,27485
1,0.400000, ,100.17,204.64,7.964296,25.729201, ,0.099430,0.730078,12.17,27.71,27467
1,0.416667, ,100.17,204.64,7.964352,25.728932, ,0.099433,0.730084,12.19,27.71,27464
1,0.433333, ,100.26,204.83,7.964308,25.728424, ,0.099431,0.730096,12.18,27.70,27471
1,0.450000, ,100.26,204.83,7.964390,25.728741, ,0.099436,0.730088,12.21,27.70,27484
1,0.466667, ,100.17,204.64,7.964651,25.728519, ,0.099451,0.730093,12.19,27.71,27438
1,0.483333, ,100.07,204.45,7.964654,25.728202, ,0.099451,0.730101,12.19,27.72,27449
1,0.500000, ,100.17,204.64,7.964368,25.728456, ,0.099434,0.730095,12.19,27.71,27434
1,0.516667, ,100.26,204.83,7.964274,25.728123, ,0.099428,0.730102,12.19,27.70,27402
1,0.533333, ,100.26,204.83,7.964184,25.728123, ,0.099423,0.730102,12.20,27.70,27445
1,0.550000, ,100.26,204.84,7.964330,25.727964, ,0.099432,0.730106,12.18,27.70,27460
1,0.566667, ,100.17,204.64,7.964360,25.727980, ,0.099433,0.730106,12.19,27.71,27465
1,0.583333, ,100.17,204.64,7.964168,25.727917, ,0.099422,0.730107,12.17,27.71,27461
1,0.600000, ,100.26,204.84,7.963964,25.727726, ,0.099410,0.730111,12.18,27.70,27454
1,0.616667, ,100.26,204.84,7.963971,25.727615, ,0.099410,0.730114,12.20,27.70,27437
1,0.633333, ,100.26,204.84,7.964193,25.727695, ,0.099423,0.730112,12.19,27.70,27456
1,0.650000, ,100.26,204.84,7.964227,25.727330, ,0.099425,0.730120,12.20,27.70,27457
1,0.666667, ,100.08,204.46,7.964171,25.727457, ,0.099422,0.730117,12.21,27.72,27457
1,0.683333, ,100.36,205.03,7.963696,25.727346, ,0.099394,0.730120,12.18,27.69,27457
1,0.700000, ,100.17,204.65,7.963431,25.727330, ,0.099378,0.730120,12.17,27.71,27429
1,0.716667, ,100.26,204.84,7.963324,25.727029, ,0.099372,0.730127,12.19,27.70,27440
1,0.733333, ,100.36,205.03,7.963318,25.727092, ,0.099371,0.730126,12.17,27.69,27456
1,0.750000, ,100.17,204.65,7.963554,25.726981, ,0.099385,0.730128,12.18,27.71,27459
1,0.766667, ,100.17,204.65,7.963434,25.726886, ,0.099378,0.730130,12.18,27.71,27457
1,0.783333, ,100.26,204.84,7.963304,25.727346, ,0.099370,0.730120,12.18,27.70,27436
1,0.800000, ,100.26,204.84,7.963167,25.727124, ,0.099362,0.730125,12.20,27.70,27450
1,0.816667, ,100.17,204.65,7.963090,25.726902, ,0.099358,0.730130,12.21,27.71,27456
1,0.833333, ,100.26,204.84,7.962970,25.726807, ,0.099350,0.730132,12.18,27.70,27457
1,0.850000, ,100.17,204.65,7.962978,25.726664, ,0.099351,0.730135,12.19,27.71,27453
1,0.866667, ,100.26,204.84,7.963002,25.726632, ,0.099352,0.730136,12.20,27.70,27429
1,0.883333, ,100.26,204.84,7.962945,25.726949, ,0.099349,0.730129,12.21,27.70,27452
1,0.900000, ,100.26,204.84,7.963019,25.726711, ,0.099353,0.730134,12.17,27.70,27450
1,0.916667, ,100.17,204.65,7.963078,25.726870, ,0.099357,0.730131,12.18,27.71,27452
1,0.933333, ,100.26,204.84,7.962802,25.726711, ,0.099340,0.730134,12.21,27.70,27451
1,0.950000, ,100.45,205.23,7.962555,25.726711, ,0.099326,0.730134,12.19,27.68,27440
1,0.966667, ,100.26,204.84,7.962820,25.726759, ,0.099342,0.730133,12.17,27.70,27453
1,0.983333, ,100.17,204.65,7.962912,25.726616, ,0.099347,0.730136,12.20,27.71,27450
