DeviceId:CISME0006669c1949,,,,,,,,,,,,
Filename:/msc/Data/d1cfa_Aug02_2018.csv,,,,,,,,,,,,
pH Slope(m): 0.05876,,,,,,,,,,,,
pH Eo (b): -0.35526,,,,,,,,,,,,
cal. Buffer pH: 8.10500,,,,,,,,,,,,
cal. Buffer temp. 22.96982,,,,,,,,,,,,
Salinity: 35,,,,,,,,,,,,
O2 0 Phase: 59.99000,,,,,,,,,,,,
O2 0 Temp: 20.00000,,,,,,,,,,,,
O2 100 Phase: 27.44000,,,,,,,,,,,,
O2 100 Temp: 23.20000,,,,,,,,,,,,
O2 LED Current: 150.00000,,,,,,,,,,,,
O2 Pressure Cal: 1013.00000,,,,,,,,,,,,
Total number of steps: 2,,,,,,,,,,,,
Step Number: 1,,,,,,,,,,,,
Time Threshold: 180,,,,,,,,,,,,
O2 Threshold:   0,,,,,,,,,,,,
pH Threshold: 0.000,,,,,,,,,,,,
Flow Rate: 5000.000000,,,,,,,,,,,,
Light Level: 0.000000,,,,,,,,,,,,
Step No., Time(m), Total T(m), O2 percent Sat., O2 (umol/kg), ISFET pH, ISFET Temp,, pH raw (V), ISFET Temp raw (V), Battery (V), Phase O2, Amplitude O2
1,0.03333, ,100.08,190.12,7.974036,30.260018, ,0.116765,0.634115,12.53,26.27,10041
1,0.05, ,100.18,190.31,7.974494,30.259858, ,0.116793,0.634118,12.54,26.26,10042
1,0.06667, ,100.37,190.68,7.974027,30.259608, ,0.116765,0.634123,12.52,26.24,10042
1,0.08333, ,100.28,190.5,7.973803,30.259377, ,0.116751,0.634127,12.51,26.25,10040
1,0.1, ,100.18,190.31,7.973824,30.259039, ,0.116752,0.634134,12.51,26.26,10041
1,0.11667, ,100.38,190.69,7.973483,30.258558, ,0.116732,0.634144,12.49,26.24,10040
1,0.13333, ,100.38,190.69,7.973072,30.258719, ,0.116707,0.634141,12.52,26.24,10040
1,0.15, ,100.18,190.32,7.973247,30.258363, ,0.116717,0.634148,12.55,26.26,10037
1,0.16667, ,100.57,191.06,7.973147,30.25822, ,0.116711,0.634151,12.5,26.22,10037
1,0.18333, ,100.18,190.32,7.97313,30.258149, ,0.11671,0.634152,12.53,26.26,10035
1,0.2, ,100.18,190.32,7.972864,30.257953, ,0.116694,0.634156,12.53,26.26,10033
1,0.21667, ,100.18,190.32,7.972659,30.257544, ,0.116681,0.634164,12.52,26.26,10035
1,0.23333, ,100.38,190.69,7.972576,30.257615, ,0.116676,0.634163,12.5,26.24,10032
1,0.25, ,100.28,190.51,7.972457,30.257562, ,0.116669,0.634164,12.52,26.25,10037
1,0.26667, ,100.48,190.88,7.97225,30.257437, ,0.116657,0.634166,12.5,26.23,10035
1,0.28333, ,100.38,190.7,7.972183,30.256939, ,0.116652,0.634176,12.52,26.24,10034
1,0.3, ,100.38,190.7,7.972148,30.256921, ,0.11665,0.634177,12.51,26.24,10031
1,0.31667, ,100.38,190.7,7.972118,30.256939, ,0.116649,0.634176,12.53,26.24,10030
1,0.33333, ,100.28,190.51,7.972109,30.256601, ,0.116648,0.634183,12.5,26.25,10033
1,0.35, ,100.48,190.88,7.971961,30.256423, ,0.116639,0.634187,12.52,26.23,10027
1,0.36667, ,100.38,190.7,7.97228,30.25596, ,0.116658,0.634196,12.51,26.24,10031
1,0.38333, ,100.38,190.7,7.972269,30.255854, ,0.116657,0.634198,12.51,26.24,10028
1,0.4, ,100.48,190.89,7.972127,30.255765, ,0.116649,0.6342,12.51,26.23,10029
1,0.41667, ,100.48,190.89,7.971888,30.255266, ,0.116634,0.63421,12.5,26.23,10026
1,0.43333, ,100.48,190.89,7.971889,30.255088, ,0.116634,0.634214,12.51,26.23,10025
1,0.45, ,100.58,191.08,7.971843,30.254875, ,0.116631,0.634218,12.51,26.22,10027
1,0.46667, ,100.38,190.71,7.971749,30.25475, ,0.116625,0.63422,12.54,26.24,10025
1,0.48333, ,100.58,191.08,7.97184,30.254501, ,0.116631,0.634225,12.5,26.22,10021
1,0.5, ,100.29,190.53,7.971742,30.254199, ,0.116625,0.634232,12.52,26.25,10023
1,0.51667, ,100.58,191.08,7.971728,30.253701, ,0.116624,0.634242,12.51,26.22,10023
1,0.53333, ,100.38,190.72,7.971753,30.25354, ,0.116625,0.634245,12.51,26.24,10021
1,0.55, ,100.48,190.9,7.971684,30.253256, ,0.116621,0.634251,12.51,26.23,10022
1,0.56667, ,100.68,191.27,7.971497,30.2529, ,0.116609,0.634258,12.53,26.21,10017
1,0.58333, ,100.58,191.09,7.97157,30.252651, ,0.116614,0.634263,12.51,26.22,10019
1,0.6, ,100.48,190.91,7.971298,30.252419, ,0.116597,0.634267,12.51,26.23,10017
1,0.61667, ,100.68,191.28,7.970925,30.252313, ,0.116575,0.634269,12.51,26.21,10016
1,0.63333, ,100.48,190.91,7.970683,30.252081, ,0.11656,0.634274,12.5,26.23,10014
1,0.65, ,100.48,190.91,7.970687,30.251637, ,0.11656,0.634283,12.5,26.23,10017
1,0.66667, ,100.58,191.1,7.97078,30.251138, ,0.116565,0.634293,12.51,26.22,10014
1,0.68333, ,100.68,191.28,7.97067,30.251512, ,0.116559,0.634286,12.5,26.21,10016
1,0.7, ,100.58,191.1,7.970524,30.251138, ,0.11655,0.634293,12.5,26.22,10016
1,0.71667, ,100.58,191.1,7.970486,30.250765, ,0.116547,0.634301,12.52,26.22,10015
1,0.73333, ,100.68,191.29,7.970312,30.250231, ,0.116537,0.634311,12.52,26.21,10015
1,0.75, ,100.68,191.29,7.970294,30.250195, ,0.116536,0.634312,12.5,26.21,10014
1,0.76667, ,100.78,191.48,7.970078,30.249768, ,0.116522,0.634321,12.5,26.2,10015
1,0.78333, ,100.58,191.11,7.970281,30.249662, ,0.116534,0.634323,12.51,26.22,10014
1,0.8, ,100.58,191.11,7.96992,30.249448, ,0.116513,0.634327,12.5,26.22,10014
1,0.81667, ,100.68,191.3,7.969734,30.248968, ,0.116501,0.634337,12.51,26.21,10011
1,0.83333, ,100.88,191.67,7.969787,30.249003, ,0.116504,0.634336,12.51,26.19,10009
1,0.85, ,100.68,191.3,7.970109,30.248879, ,0.116524,0.634338,12.51,26.21,10011
1,0.86667, ,100.59,191.12,7.970201,30.248434, ,0.116529,0.634347,12.51,26.22,10012
1,0.88333, ,100.78,191.49,7.97033,30.2479, ,0.116537,0.634358,12.51,26.2,10008
1,0.9, ,100.69,191.31,7.970451,30.247705, ,0.116544,0.634362,12.51,26.21,10010
1,0.91667, ,100.78,191.49,7.970465,30.247402, ,0.116544,0.634368,12.51,26.2,10009
1,0.93333, ,100.78,191.49,7.970381,30.247545, ,0.116539,0.634365,12.51,26.2,10007
1,0.95, ,100.88,191.68,7.970549,30.246566, ,0.116549,0.634385,12.52,26.19,10007
1,0.96667, ,100.88,191.68,7.970251,30.246726, ,0.116531,0.634382,12.5,26.19,10007
1,0.98333, ,100.78,191.5,7.970407,30.246531, ,0.116541,0.634386,12.5,26.2,10002
1,1, ,100.78,191.5,7.970502,30.246459, ,0.116546,0.634387,12.52,26.2,10008
1,1.01667, ,100.79,191.5,7.970309,30.246121, ,0.116534,0.634394,12.5,26.2,10006
1,1.03333, ,100.98,191.87,7.970293,30.245837, ,0.116533,0.6344,12.51,26.18,10008
1,1.05, ,100.79,191.5,7.97013,30.245481, ,0.116523,0.634407,12.5,26.2,10003
1,1.06667, ,100.88,191.69,7.970142,30.245517, ,0.116524,0.634406,12.5,26.19,10004
1,1.08333, ,100.88,191.69,7.970084,30.245339, ,0.116521,0.63441,12.52,26.19,10003
1,1.1, ,100.98,191.88,7.970122,30.24493, ,0.116523,0.634418,12.51,26.18,10000
1,1.11667, ,100.89,191.69,7.970023,30.244698, ,0.116517,0.634423,12.52,26.19,10004
1,1.13333, ,100.98,191.88,7.969971,30.244574, ,0.116513,0.634425,12.5,26.18,10002
1,1.15, ,101.08,192.07,7.969978,30.244414, ,0.116514,0.634428,12.52,26.17,10001
1,1.16667, ,100.89,191.7,7.969933,30.244076, ,0.116511,0.634435,12.51,26.19,9998
1,1.18333, ,100.98,191.89,7.969888,30.243827, ,0.116508,0.63444,12.51,26.18,10002
1,1.2, ,100.98,191.89,7.969657,30.243649, ,0.116494,0.634444,12.52,26.18,10003
1,1.21667, ,100.98,191.89,7.969491,30.243702, ,0.116484,0.634443,12.52,26.18,9999
1,1.23333, ,101.08,192.07,7.969321,30.243346, ,0.116474,0.63445,12.51,26.17,10000
1,1.25, ,101.08,192.08,7.969241,30.243008, ,0.116469,0.634457,12.52,26.17,10001
1,1.26667, ,100.89,191.7,7.969216,30.243133, ,0.116467,0.634454,12.52,26.19,10003
1,1.28333, ,101.08,192.08,7.969152,30.242919, ,0.116463,0.634458,12.51,26.17,9997
1,1.3, ,100.99,191.89,7.968737,30.242813, ,0.116438,0.63446,12.51,26.18,9997
1,1.31667, ,100.89,191.71,7.968526,30.242439, ,0.116425,0.634468,12.51,26.19,9998
1,1.33333, ,100.89,191.71,7.968468,30.242261, ,0.116422,0.634472,12.52,26.19,9996
1,1.35, ,100.89,191.71,7.96838,30.242155, ,0.116416,0.634474,12.5,26.19,10000
1,1.36667, ,101.09,192.08,7.968518,30.24203, ,0.116425,0.634476,12.52,26.17,9997
1,1.38333, ,101.18,192.27,7.968413,30.241799, ,0.116418,0.634481,12.52,26.16,9999
1,1.4, ,100.89,191.71,7.96835,30.241496, ,0.116414,0.634487,12.51,26.19,9997
1,1.41667, ,101.18,192.27,7.96819,30.241479, ,0.116405,0.634487,12.49,26.16,9997
1,1.43333, ,101.09,192.09,7.968234,30.241158, ,0.116407,0.634494,12.51,26.17,9995
1,1.45, ,101.18,192.27,7.968328,30.241212, ,0.116413,0.634493,12.53,26.16,9995
1,1.46667, ,100.89,191.72,7.968182,30.240892, ,0.116404,0.634499,12.51,26.19,9994
1,1.48333, ,100.99,191.9,7.968324,30.241016, ,0.116413,0.634497,12.52,26.18,9994
1,1.5, ,101.09,192.09,7.968522,30.240803, ,0.116424,0.634501,12.51,26.17,9991
1,1.51667, ,101.09,192.09,7.968159,30.240838, ,0.116403,0.6345,12.52,26.17,9995
1,1.53333, ,101.09,192.09,7.967934,30.240714, ,0.116389,0.634503,12.5,26.17,9991
1,1.55, ,100.99,191.91,7.967912,30.240518, ,0.116387,0.634507,12.51,26.18,9993
1,1.56667, ,100.99,191.91,7.967872,30.240305, ,0.116385,0.634511,12.5,26.18,9992
1,1.58333, ,100.99,191.9,7.967875,30.24066, ,0.116385,0.634504,12.49,26.18,9994
1,1.6, ,101.09,192.09,7.967843,30.240269, ,0.116383,0.634512,12.5,26.17,9992
1,1.61667, ,101.19,192.28,7.967933,30.240145, ,0.116389,0.634514,12.51,26.16,9989
1,1.63333, ,101.19,192.28,7.96784,30.239842, ,0.116383,0.63452,12.52,26.16,9990
1,1.65, ,101.19,192.28,7.967846,30.239842, ,0.116383,0.63452,12.52,26.16,9992
1,1.66667, ,101.09,192.1,7.96768,30.239771, ,0.116373,0.634522,12.51,26.17,9991
1,1.68333, ,100.99,191.91,7.967395,30.239842, ,0.116356,0.63452,12.52,26.18,9990
1,1.7, ,101.19,192.28,7.967236,30.239593, ,0.116346,0.634525,12.52,26.16,9990
1,1.71667, ,101.19,192.28,7.967349,30.239629, ,0.116353,0.634524,12.52,26.16,9989
1,1.73333, ,101.09,192.1,7.967184,30.239433, ,0.116343,0.634528,12.5,26.17,9989
1,1.75, ,101.19,192.28,7.96717,30.239664, ,0.116342,0.634524,12.5,26.16,9987
1,1.76667, ,101.19,192.28,7.967094,30.239486, ,0.116338,0.634527,12.52,26.16,9986
1,1.78333, ,101.19,192.29,7.967203,30.239344, ,0.116344,0.63453,12.5,26.16,9986
1,1.8, ,101.19,192.29,7.967209,30.239326, ,0.116345,0.634531,12.52,26.16,9989
1,1.81667, ,101.19,192.29,7.967108,30.239255, ,0.116338,0.634532,12.5,26.16,9989
1,1.83333, ,101.19,192.29,7.967139,30.239095, ,0.11634,0.634535,12.52,26.16,9987
1,1.85, ,101.38,192.66,7.967121,30.239149, ,0.116339,0.634534,12.51,26.14,9985
1,1.86667, ,101.38,192.66,7.966961,30.23906, ,0.11633,0.634536,12.51,26.14,9986
1,1.88333, ,101.19,192.29,7.966866,30.239095, ,0.116324,0.634535,12.53,26.16,9985
1,1.9, ,101.29,192.47,7.966629,30.238953, ,0.11631,0.634538,12.51,26.15,9985
1,1.91667, ,101.38,192.66,7.966396,30.239149, ,0.116296,0.634534,12.5,26.14,9987
1,1.93333, ,101.38,192.66,7.966362,30.238971, ,0.116293,0.634538,12.51,26.14,9986
1,1.95, ,101.38,192.66,7.966307,30.239202, ,0.11629,0.634533,12.5,26.14,9984
1,1.96667, ,101.48,192.85,7.966057,30.239237, ,0.116275,0.634532,12.52,26.13,9985
1,1.98333, ,101.38,192.66,7.965946,30.238953, ,0.116268,0.634538,12.52,26.14,9982
1,2, ,101.19,192.29,7.966006,30.2389, ,0.116272,0.634539,12.52,26.16,9985
1,2.01667, ,101.38,192.66,7.965851,30.239006, ,0.116263,0.634537,12.51,26.14,9986
1,2.03333, ,101.29,192.47,7.966045,30.239184, ,0.116274,0.634533,12.52,26.15,9986
1,2.05, ,101.19,192.29,7.965744,30.239006, ,0.116256,0.634537,12.5,26.16,9982
1,2.06667, ,101.38,192.66,7.966005,30.239006, ,0.116272,0.634537,12.5,26.14,9984
1,2.08333, ,101.29,192.47,7.965975,30.239024, ,0.11627,0.634537,12.5,26.15,9982
1,2.1, ,101.19,192.29,7.965791,30.238988, ,0.116259,0.634537,12.51,26.16,9981
1,2.11667, ,101.48,192.85,7.965869,30.238988, ,0.116264,0.634537,12.52,26.13,9980
1,2.13333, ,101.38,192.66,7.965845,30.238988, ,0.116262,0.634537,12.5,26.14,9982
1,2.15, ,101.29,192.47,7.965798,30.238935, ,0.116259,0.634538,12.51,26.15,9983
1,2.16667, ,101.19,192.29,7.965543,30.238864, ,0.116244,0.63454,12.51,26.16,9983
1,2.18333, ,101.29,192.48,7.965508,30.238722, ,0.116242,0.634543,12.5,26.15,9982
1,2.2, ,101.29,192.47,7.965534,30.239273, ,0.116244,0.634532,12.51,26.15,9982
1,2.21667, ,101.48,192.85,7.965386,30.239149, ,0.116235,0.634534,12.5,26.13,9980
1,2.23333, ,101.38,192.66,7.965381,30.239095, ,0.116234,0.634535,12.49,26.14,9977
1,2.25, ,101.48,192.85,7.965261,30.239166, ,0.116227,0.634534,12.51,26.13,9980
1,2.26667, ,101.29,192.47,7.965563,30.239326, ,0.116246,0.634531,12.51,26.15,9979
1,2.28333, ,101.29,192.47,7.965284,30.239273, ,0.116229,0.634532,12.5,26.15,9979
1,2.3, ,101.48,192.85,7.965158,30.239398, ,0.116221,0.634529,12.51,26.13,9978
1,2.31667, ,101.29,192.47,7.965088,30.239309, ,0.116217,0.634531,12.5,26.15,9979
1,2.33333, ,101.29,192.47,7.965154,30.239237, ,0.116221,0.634532,12.51,26.15,9980
1,2.35, ,101.29,192.47,7.964921,30.239326, ,0.116207,0.634531,12.5,26.15,9980
1,2.36667, ,101.48,192.85,7.965152,30.239451, ,0.116221,0.634528,12.52,26.13,9977
1,2.38333, ,101.48,192.84,7.965258,30.239629, ,0.116227,0.634524,12.5,26.13,9976
1,2.4, ,101.38,192.66,7.965174,30.239682, ,0.116222,0.634523,12.51,26.14,9976
1,2.41667, ,101.58,193.03,7.964895,30.239718, ,0.116205,0.634523,12.5,26.12,9978
1,2.43333, ,101.38,192.66,7.964846,30.239807, ,0.116203,0.634521,12.53,26.14,9975
1,2.45, ,101.48,192.84,7.964746,30.239718, ,0.116197,0.634523,12.52,26.13,9977
1,2.46667, ,101.48,192.84,7.964741,30.239629, ,0.116196,0.634524,12.49,26.13,9976
1,2.48333, ,101.38,192.65,7.96479,30.240127, ,0.116199,0.634514,12.52,26.14,9976
1,2.5, ,101.38,192.66,7.964744,30.239931, ,0.116197,0.634518,12.51,26.14,9976
1,2.51667, ,101.48,192.84,7.964648,30.240109, ,0.116191,0.634515,12.49,26.13,9976
1,2.53333, ,101.38,192.65,7.964619,30.240002, ,0.116189,0.634517,12.52,26.14,9970
1,2.55, ,101.48,192.84,7.964563,30.240322, ,0.116186,0.634511,12.5,26.13,9974
1,2.56667, ,101.48,192.84,7.964343,30.240376, ,0.116173,0.634509,12.5,26.13,9975
1,2.58333, ,101.38,192.65,7.964128,30.240465, ,0.11616,0.634508,12.51,26.14,9976
1,2.6, ,101.48,192.84,7.964105,30.240411, ,0.116158,0.634509,12.51,26.13,9976
1,2.61667, ,101.48,192.84,7.964156,30.24066, ,0.116161,0.634504,12.5,26.13,9972
1,2.63333, ,101.48,192.84,7.964067,30.24066, ,0.116156,0.634504,12.51,26.13,9972
1,2.65, ,101.58,193.02,7.963769,30.240785, ,0.116138,0.634501,12.49,26.12,9974
1,2.66667, ,101.48,192.84,7.963816,30.240909, ,0.116141,0.634499,12.5,26.13,9971
1,2.68333, ,101.58,193.02,7.963976,30.240927, ,0.116151,0.634498,12.51,26.12,9972
1,2.7, ,101.58,193.02,7.963867,30.241123, ,0.116144,0.634494,12.5,26.12,9976
1,2.71667, ,101.48,192.83,7.96377,30.241425, ,0.116139,0.634488,12.52,26.13,9974
1,2.73333, ,101.38,192.65,7.963687,30.241407, ,0.116134,0.634489,12.51,26.14,9971
1,2.75, ,101.38,192.65,7.963644,30.241532, ,0.116131,0.634486,12.52,26.14,9973
